"Species","Species_Code","Model_Rank","Model_Type","Covariates","Parameter","Mean","SD","MCSE","ESS","Rhat","Rhat_UpperCI","Median","q2.5","q97.5","CI_95"
"Muntjac","MJK",5,"NoSpatial","slope + DE","AGS",1.58931130660323,0.00720562829260378,0.000225267561678862,1023.2,1,1.0001,1.58711963363497,1.58216767734078,1.60890427480992,"[1.5822, 1.6089]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","TOTAL_ABUND",14087.4090295925,1445.72751063054,52.7104843154267,752.3,1.0016,1.0018,13992.3879043652,11588.8616471647,17266.5251134076,"[11588.8616, 17266.5251]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","beta[1]",0.31130325587643,0.136209363461742,0.00718772581117008,359.1,1.021,1.0212,0.316257303341141,0.0269427068074565,0.569365763789679,"[0.0269, 0.5694]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","beta[2]",-0.116111299072837,0.114802197848913,0.00477738328224207,577.5,1.0004,1.0006,-0.113352193155386,-0.338671951533663,0.109107886631233,"[-0.3387, 0.1091]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","beta[3]",-0.511614655972965,0.187163511222139,0.0135693919365591,190.2,1.0055,1.0057,-0.523187031831225,-0.851426129515585,-0.102452961064391,"[-0.8514, -0.1025]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","beta[4]",-0.299758175847971,0.120593544656319,0.0057943572458843,433.1,1,1.0001,-0.30031773941724,-0.547017689544519,-0.0703511752676608,"[-0.5470, -0.0704]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","beta[5]",-1.66613715496348,1.03018207435562,0.100866393262972,104.3,1.0817,1.0819,-1.62833985817988,-3.87016175572398,0.12673852244811,"[-3.8702, 0.1267]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","beta[6]",0.0619693667081675,0.0772600688734436,0.00216080582048746,1278.4,1.0072,1.0074,0.0658654661917062,-0.0954020664487756,0.207472001590242,"[-0.0954, 0.2075]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","beta[7]",-0.104679815285895,0.130139829496823,0.00415322980769524,981.9,1,1.0001,-0.10045815025573,-0.375346450538575,0.135475681257319,"[-0.3753, 0.1355]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","beta0",0.541706040859268,0.248796491888096,0.0243606725216447,104.3,1.0628,1.063,0.560450304145798,-0.016666411036745,0.990487137741007,"[-0.0167, 0.9905]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","gs_k[1]",0.664225635608138,0.00237632804268635,7.42475728213118e-05,1024.3,1,1.0001,0.664944444719831,0.657779635150819,0.666602501839997,"[0.6578, 0.6666]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","gs_k[2]",0.335774364391862,0.00237632804268635,7.42475728213118e-05,1024.3,1,1.0001,0.335055555280169,0.333397498160003,0.342220364849181,"[0.3334, 0.3422]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","muc",1.01106379931362,0.0108438823191448,0.000338960358430166,1023.5,1,1.0001,1.00777007144211,1.00028876951328,1.04053195496366,"[1.0003, 1.0405]"
"Muntjac","MJK",5,"NoSpatial","slope + DE","p",0.0103334939679708,0.0101385416101692,0.000329457925345059,947,1,1.0001,0.0071240588833764,0.000244951880635895,0.0362522984921799,"[0.0002, 0.0363]"
