"Species","Species_Code","Model_Rank","Model_Type","Covariates","Parameter","Mean","SD","MCSE","ESS","Rhat","Rhat_UpperCI","Median","q2.5","q97.5","CI_95"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[4, 4]",0.00694246986352747,0.00259715510198482,6.65880043865784e-05,1521.3,1,1.0001,0.00655546401582596,0.00302089443671683,0.013120005596696,"[0.0030, 0.0131]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[5, 4]",0.00398274558046924,0.00192614032392918,4.35605312083497e-05,1955.2,1.0001,1.0002,0.00359236315486972,0.00136848836428238,0.00870076031888204,"[0.0014, 0.0087]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 5]",0.0106210438592114,0.00618405405908826,0.000180490167730925,1173.9,1,1.0001,0.00928116928995286,0.00276048597800261,0.0263399776858233,"[0.0028, 0.0263]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 5]",0.0111183925010968,0.00601641647400522,0.000182823507821164,1083,1,1.0001,0.0099401151575956,0.00322539186339185,0.0260755682957955,"[0.0032, 0.0261]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 5]",0.00773689912284788,0.00420233914593168,0.000132337233496694,1008.4,1,1.0001,0.0069221103513788,0.00223830356226191,0.0179053520658644,"[0.0022, 0.0179]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[4, 5]",0.00401741358600856,0.00231046293192205,6.90227511958237e-05,1120.5,1,1.0001,0.0035312543242582,0.00107836968385629,0.00986952528288648,"[0.0011, 0.0099]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[5, 5]",0.00244581027702707,0.00161320073247373,4.3561851924474e-05,1371.4,1,1.0001,0.00206013872036594,0.000544876050534927,0.006634204950274,"[0.0005, 0.0066]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[1]",45.645369009594,7.92922902225105,0.248154855168603,1021,1.0001,1.0003,44.3507759896917,35.0702162070957,62.7829955316494,"[35.0702, 62.7830]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[2]",47.8452690103498,8.74390083688957,0.277009836205142,996.4,1,1.0001,46.4696237832452,36.471565193009,67.1091985791599,"[36.4716, 67.1092]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[3]",50.25213988192,10.2922472946223,0.334999251309943,943.9,1,1.0001,48.4508369256967,37.463558431445,74.0153527341234,"[37.4636, 74.0154]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[4]",52.8953976860843,12.6771440707071,0.423535159755934,895.9,1,1.0002,50.3565016805408,38.1795743122075,82.4749321190502,"[38.1796, 82.4749]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[5]",56.9144125239829,17.3720089291299,0.590376152886269,865.8,1.0002,1.0004,52.8854965820128,38.9067941141651,98.7918946989364,"[38.9068, 98.7919]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma0",3.80850426185703,0.152153711256406,0.00452419367852452,1131.1,1,1.0001,3.7921302055516,3.55735222914864,4.13968426501983,"[3.5574, 4.1397]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma_spatial",1.39248660260873,0.089154534682328,0.0125238308903732,50.7,1.0175,1.0177,1.41953596811797,1.18687882932391,1.49750184511286,"[1.1869, 1.4975]"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","b_spatial[3013_nodes_summary]",-1.91264706183325e-19,0.792486869165999,0.0344749218492163,549.2,1.0531,1.2111,-0.00954978504246762,-1.85559865442565,1.89662022236189,"[-1.8556, 1.8966]"
