"Species","Species_Code","Model_Rank","Model_Type","Covariates","Parameter","Mean","SD","MCSE","ESS","Rhat","Rhat_UpperCI","Median","q2.5","q97.5","CI_95"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","AGS",1.62806393380322,0.0458917418560215,0.00146479500543668,981.6,1.0016,1.0017,1.61327338059484,1.58353568003507,1.75168842381279,"[1.5835, 1.7517]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","TOTAL_ABUND",3689.81942827403,3386.54461286805,154.480336398968,480.6,1.0214,1.0216,2928.50828818753,1468.71929692193,10840.4694559182,"[1468.7193, 10840.4695]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","beta[1]",-0.0364614737510547,1.49131685078467,0.0287600108243526,2688.8,1.0001,1.0003,-0.0476644715540897,-2.99405696561922,2.94972448818066,"[-2.9941, 2.9497]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","beta[2]",1.1263203217206,0.474543909745978,0.0292278458012101,263.6,1.0243,1.0245,1.12265044040132,0.212038995734627,2.09871555960683,"[0.2120, 2.0987]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","beta[3]",-0.633132638354397,0.497303465865299,0.0323325092749047,236.6,1.0251,1.0252,-0.622489782094388,-1.64949729361778,0.300431358534301,"[-1.6495, 0.3004]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","beta[4]",0.019497464229952,1.49252122466283,0.0282170212688413,2797.8,1.0004,1.0005,0.0119077493724231,-2.85521569714158,3.01125805026844,"[-2.8552, 3.0113]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","beta[5]",-1.22115438583209,0.824237144675505,0.0285149035535586,835.5,1.0006,1.0007,-1.1031897654894,-3.09001884214778,0.0434558046872516,"[-3.0900, 0.0435]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","beta[6]",0.0419398095535659,1.51026745712383,0.029443249443226,2631.1,1.0006,1.0008,0.0550280726634378,-2.92965943917368,3.03188029768127,"[-2.9297, 3.0319]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","beta[7]",1.09344703064662,0.384760941976773,0.0226207257887852,289.3,1.0252,1.0254,1.09999777934563,0.328049598432077,1.86859793697805,"[0.3280, 1.8686]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","beta0",-2.15365485589909,0.548252460617629,0.0388338372396623,199.3,1.0159,1.016,-2.12892368551447,-3.31961822461895,-1.10555878252665,"[-3.3196, -1.1056]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","gs_k[1]",0.560142129963883,0.0213424967692706,0.000674466700779538,1001.3,1.0016,1.0018,0.566857109880266,0.503342292547093,0.581731631089048,"[0.5033, 0.5817]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","gs_k[2]",0.298578501774167,0.0062706053738912,0.000190704399932728,1081.2,1.0018,1.0019,0.296770570532024,0.291551325828,0.314498624543196,"[0.2916, 0.3145]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","gs_k[3]",0.106498082690786,0.00914337825930049,0.00028419721807828,1035.1,1.0016,1.0018,0.103580214485387,0.0974128172389201,0.131003476569558,"[0.0974, 0.1310]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","gs_k[4]",0.0286063683247338,0.00452105108605083,0.000145529520234554,965.1,1.0015,1.0017,0.0271140282218362,0.0244105997515376,0.0409268347011767,"[0.0244, 0.0409]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","gs_k[5]",0.00617491724643042,0.00147636660244057,4.81353718124206e-05,940.7,1.0014,1.0015,0.00567807688048614,0.00489362609249489,0.0102287716389769,"[0.0049, 0.0102]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","muc",1.06864905354554,0.0674265279867338,0.00214572699055417,987.4,1.0016,1.0018,1.04707364647467,1.00235679219365,1.24964117016688,"[1.0024, 1.2496]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","p",0.055904492653872,0.0508655718057615,0.00152050853715509,1119.1,1.0004,1.0005,0.0423753079567404,0.00166216469000316,0.190376044768682,"[0.0017, 0.1904]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[1, 1]",0.0979025944538501,0.00499661721636568,0.000146062828659383,1170.2,1.0022,1.0024,0.0984991272540978,0.0863204975338307,0.106080278290088,"[0.0863, 0.1061]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[2, 1]",0.0528758215371719,0.00200495912546421,5.45807571573067e-05,1349.4,1,1.0001,0.0529048427918343,0.0487883430211432,0.0568035243723216,"[0.0488, 0.0568]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[3, 1]",0.0190688900252087,0.00171991142959546,5.25588611396389e-05,1070.8,1.0006,1.0008,0.0186746820728288,0.0167902671186344,0.0235327766397061,"[0.0168, 0.0235]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[4, 1]",0.00516986286905491,0.000822375416824109,2.59800183538591e-05,1002,1.001,1.0011,0.00492889023165234,0.00427567250972671,0.00738602207696477,"[0.0043, 0.0074]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[5, 1]",0.00112477707825272,0.000267918271215361,8.62286884418202e-06,965.4,1.001,1.0012,0.00103965506542874,0.000867079762927511,0.00185179885401036,"[0.0009, 0.0019]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[1, 2]",0.0451251352787058,0.0103265959755745,0.000272803682515896,1432.9,1.0011,1.0012,0.0447186347202276,0.0259751839328787,0.0664007021581797,"[0.0260, 0.0664]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[2, 2]",0.0262543286963092,0.00559713861928042,0.000148250272645656,1425.4,1.0008,1.001,0.0260649455927588,0.0156610081799519,0.0373784023959143,"[0.0157, 0.0374]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[3, 2]",0.0101132426156121,0.00233515434662553,6.27820184619888e-05,1383.4,1.0003,1.0005,0.010000721158596,0.0058371920760135,0.014980965820923,"[0.0058, 0.0150]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[4, 2]",0.00290283322047372,0.00078534918755544,2.1589924646769e-05,1323.2,1,1.0002,0.00282609620351751,0.00159127562790116,0.00463875316620542,"[0.0016, 0.0046]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[5, 2]",0.000663203706693143,0.00021611951676652,6.0287285425877e-06,1285.1,1,1.0001,0.000630854032361382,0.000343180107450878,0.00117373218802862,"[0.0003, 0.0012]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[1, 3]",0.0106193586255782,0.00645128898506364,0.000167496083970705,1483.5,1.001,1.0011,0.00930701396473705,0.00211305622067717,0.0266114220465115,"[0.0021, 0.0266]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[2, 3]",0.0070981563915737,0.00401651540101929,0.000104992131353918,1463.5,1.0012,1.0014,0.00626254476100649,0.00156436942250738,0.0167325307256777,"[0.0016, 0.0167]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[3, 3]",0.00314159434637335,0.00184863978170352,4.96198364345904e-05,1388,1.0011,1.0012,0.00277814706026437,0.000661946281189942,0.00767435187975654,"[0.0007, 0.0077]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[4, 3]",0.00102356683029592,0.000649875200716882,1.77862797703958e-05,1335,1.0008,1.001,0.00088024642867005,0.000197304760486504,0.00268602848942686,"[0.0002, 0.0027]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[5, 3]",0.000260970539776621,0.000178222852815086,4.91682867264119e-06,1313.9,1.0006,1.0007,0.000216647020621476,4.52136393536608e-05,0.000719376194840937,"[0.0000, 0.0007]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[1, 4]",0.00151528723284894,0.00197529880235332,5.0883774756637e-05,1507,1.0007,1.0009,0.000871961184266924,4.66158353169534e-05,0.006744659938117,"[0.0000, 0.0067]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[2, 4]",0.0012182360468902,0.00143085422026733,3.61449761498645e-05,1567.1,1.0012,1.0013,0.000736578200195313,4.75360711874137e-05,0.00500739583275253,"[0.0000, 0.0050]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[3, 4]",0.000674553288777535,0.000824315869197467,2.1250103847762e-05,1504.8,1.0012,1.0014,0.000399441578752761,2.41621822961947e-05,0.00288338415782758,"[0.0000, 0.0029]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[4, 4]",0.000273116995645306,0.000357336679448335,9.83778738138513e-06,1319.4,1.0011,1.0013,0.00014957305655735,8.15255684743618e-06,0.0012890533043258,"[0.0000, 0.0013]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[5, 4]",8.38082567873047e-05,0.000113581259897901,3.15988445782107e-06,1292,1.001,1.0012,4.23697635506853e-05,2.10579069015484e-06,0.00041376352352053,"[0.0000, 0.0004]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[1, 5]",0.000159930723743443,0.000499903838049126,1.20149751024726e-05,1731.1,1.0001,1.0002,3.68943283657985e-05,2.7024418724641e-07,0.00108849312270679,"[0.0000, 0.0011]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[2, 5]",0.000157718829210693,0.000390152444110185,9.79055677462403e-06,1588,1.0005,1.0007,4.21853400696882e-05,4.30207254151792e-07,0.000996002191086219,"[0.0000, 0.0010]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[3, 5]",0.000120254624238069,0.000293016919622281,7.41676420419309e-06,1560.8,1.0007,1.0009,3.01320969365229e-05,2.83261709420217e-07,0.000798657584536418,"[0.0000, 0.0008]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[4, 5]",6.71559087151119e-05,0.000168987046879851,4.37831996646795e-06,1489.7,1.0007,1.0009,1.39098695058528e-05,1.12341694640102e-07,0.000505858335168004,"[0.0000, 0.0005]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[5, 5]",2.66432790881781e-05,6.51625863219034e-05,1.77937765058573e-06,1341.1,1.0008,1.001,4.78036542680591e-06,3.25264394051454e-08,0.000205450612341719,"[0.0000, 0.0002]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma[1]",22.1266890632279,3.10572320885345,0.0814826751532784,1452.8,1.0007,1.0009,21.820495145338,16.9145593866734,29.0455339925642,"[16.9146, 29.0455]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma[2]",23.4185155687843,3.43264955876144,0.0908595562861457,1427.3,1.0011,1.0013,23.0023156546899,17.7415863394122,31.0194685831955,"[17.7416, 31.0195]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma[3]",24.8551012934877,4.30317760787124,0.117506658103587,1341.1,1.0013,1.0015,24.2414840525631,18.2358197185788,34.8071590232488,"[18.2358, 34.8072]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma[4]",26.4602551781237,5.75470765246823,0.162988116708683,1246.6,1.0012,1.0014,25.3862758910591,18.6340706394292,40.8112934406634,"[18.6341, 40.8113]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma[5]",28.2629122032886,7.81727185208066,0.227627136217566,1179.4,1.0011,1.0012,26.5085833595717,18.8951462518483,48.2056363124243,"[18.8951, 48.2056]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma0",3.08729110591051,0.136951866292684,0.00361204189599176,1437.6,1.0007,1.0008,3.08284967241776,2.82817475253746,3.36886472839329,"[2.8282, 3.3689]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma_spatial",1.01995882085962,0.361934083669316,0.0718445409899848,25.4,4.6557,4.6565,1.0893014254912,0.504638232514974,1.49111275730616,"[0.5046, 1.4911]"
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","b_spatial[3013_nodes_summary]",-4.57437149171692e-19,0.609155847426924,0.0262806117541775,557.5,1.0093,1.3856,-0.00541607916352568,-1.34194331534838,1.35609117889547,"[-1.3419, 1.3561]"
