"Species","Species_Code","Model_Rank","Model_Type","Covariates","Parameter","Mean","SD","MCSE","ESS","Rhat","Rhat_UpperCI","Median","q2.5","q97.5","CI_95"
"Wild boar","PIG",1,"Spatial","slope","AGS",1.63272309880591,0.0480628237511303,0.00143633513202529,1119.7,1.0007,1.0008,1.61839903314417,1.58334763350495,1.76369272648691,"[1.5833, 1.7637]"
"Wild boar","PIG",1,"Spatial","slope","TOTAL_ABUND",6395.11646374701,2034.81808973155,55.7466020993371,1332.3,1.0016,1.0018,6004.47460052125,3733.2104418698,11567.42269876,"[3733.2104, 11567.4227]"
"Wild boar","PIG",1,"Spatial","slope","beta[1]",-0.0212792253430832,1.4922696211562,0.0280092438188453,2838.5,1,1.0001,-0.0245263185784566,-2.89324343702452,2.84128910948797,"[-2.8932, 2.8413]"
"Wild boar","PIG",1,"Spatial","slope","beta[2]",-0.0274605103436363,1.52131858210434,0.0288284463249936,2784.8,1,1.0001,-0.0462227325161155,-2.99723560537683,2.91579262389479,"[-2.9972, 2.9158]"
"Wild boar","PIG",1,"Spatial","slope","beta[3]",0.0237744746958932,1.52070794349197,0.0297410079830225,2614.4,1.0007,1.0009,0.0489331128523539,-3.04323462542015,3.03596640103144,"[-3.0432, 3.0360]"
"Wild boar","PIG",1,"Spatial","slope","beta[4]",0.480708291440326,0.216944724893034,0.00579245078396782,1402.7,1.0021,1.0023,0.481761569349418,0.0421343816736721,0.902044741501297,"[0.0421, 0.9020]"
"Wild boar","PIG",1,"Spatial","slope","beta[5]",0.0463249812276712,1.50527929354441,0.0292787247621477,2643.2,1,1.0001,0.0316774524738608,-2.83074000259339,2.97767009182251,"[-2.8307, 2.9777]"
"Wild boar","PIG",1,"Spatial","slope","beta[6]",-0.0195780637197357,1.50050337488976,0.0288208494978046,2710.6,1,1.0001,-0.0167973775448585,-2.90100242499242,2.96459652068391,"[-2.9010, 2.9646]"
"Wild boar","PIG",1,"Spatial","slope","beta[7]",0.00555651057132129,1.53354253738755,0.031605317169615,2354.4,1.0016,1.0018,-0.00611860420772609,-3.05227087997611,3.0350963988299,"[-3.0523, 3.0351]"
"Wild boar","PIG",1,"Spatial","slope","beta0",0.018567488601043,0.17970683265188,0.00553658282935763,1053.5,1.0028,1.003,0.0209784899549277,-0.347402418022875,0.366730437463904,"[-0.3474, 0.3667]"
"Wild boar","PIG",1,"Spatial","slope","gs_k[1]",0.557189206870079,0.0225295697734555,0.000684812084827049,1082.3,1.0007,1.0008,0.563663129366764,0.496883708794153,0.581275055212783,"[0.4969, 0.5813]"
"Wild boar","PIG",1,"Spatial","slope","gs_k[2]",0.298843177221312,0.00636826019452578,0.000189427947814888,1130.2,1.0006,1.0008,0.297257870027712,0.291239896636997,0.314728381492051,"[0.2912, 0.3147]"
"Wild boar","PIG",1,"Spatial","slope","gs_k[3]",0.107286948923962,0.00949705145535975,0.000289103189715353,1079.1,1.0007,1.0008,0.104509516079577,0.0972811713748597,0.132900250603307,"[0.0973, 0.1329]"
"Wild boar","PIG",1,"Spatial","slope","gs_k[4]",0.029015234622947,0.00471782222206055,0.00014160010023661,1110.1,1.0007,1.0008,0.0275574847366449,0.0243706985547219,0.042089808986072,"[0.0244, 0.0421]"
"Wild boar","PIG",1,"Spatial","slope","gs_k[5]",0.00766543236170074,0.00202482529447922,6.11909939909597e-05,1095,1.0007,1.0008,0.00701199978930158,0.00583317822063876,0.0133978501244171,"[0.0058, 0.0134]"
"Wild boar","PIG",1,"Spatial","slope","muc",1.07553389193583,0.070581598091204,0.00210582290373609,1123.4,1.0007,1.0008,1.05473590377741,1.00207257829216,1.26680901769276,"[1.0021, 1.2668]"
"Wild boar","PIG",1,"Spatial","slope","p",0.0644558031610119,0.0465446399331047,0.00110115174423916,1786.7,1.0003,1.0005,0.0560704859911256,0.00304362452112256,0.173539249961041,"[0.0030, 0.1735]"
"Wild boar","PIG",1,"Spatial","slope","pi[1, 1]",0.101716258532869,0.0044348841409195,0.000127037444890611,1218.7,1.001,1.0012,0.102607234188722,0.0903314890207077,0.107820392077231,"[0.0903, 0.1078]"
"Wild boar","PIG",1,"Spatial","slope","pi[2, 1]",0.0551362626914543,0.00144178608644847,4.04807491285838e-05,1268.5,1,1.0001,0.0549717899697279,0.0526990797298713,0.0583516710382449,"[0.0527, 0.0584]"
"Wild boar","PIG",1,"Spatial","slope","pi[3, 1]",0.0199701617790233,0.00177939351987839,5.46982579482253e-05,1058.3,1.0004,1.0006,0.0194717657898625,0.0179060856595126,0.0246269385543198,"[0.0179, 0.0246]"
"Wild boar","PIG",1,"Spatial","slope","pi[4, 1]",0.00544096829872495,0.000882193198117361,2.62316978086815e-05,1131,1.0005,1.0007,0.00517074415271081,0.00453664509127592,0.00786577140595201,"[0.0045, 0.0079]"
"Wild boar","PIG",1,"Spatial","slope","pi[5, 1]",0.00144810302581896,0.000380896912028712,1.14397585219838e-05,1108.6,1.0006,1.0008,0.00132465480544908,0.00109623754566578,0.00252949726839063,"[0.0011, 0.0025]"
"Wild boar","PIG",1,"Spatial","slope","pi[1, 2]",0.059490039778868,0.00734490444353097,0.00019653830040616,1396.6,1.0006,1.0008,0.0595350468742824,0.0451282130115875,0.0736338651763319,"[0.0451, 0.0736]"
"Wild boar","PIG",1,"Spatial","slope","pi[2, 2]",0.0342893230375864,0.00371365564285984,9.57680263835423e-05,1503.7,1.0003,1.0005,0.0342836198925284,0.0270032907155977,0.0416372514501979,"[0.0270, 0.0416]"
"Wild boar","PIG",1,"Spatial","slope","pi[3, 2]",0.0130933088418172,0.00182416188306135,4.73409098677195e-05,1484.8,1,1.0001,0.0129517982775176,0.00992657697071355,0.0171146140755373,"[0.0099, 0.0171]"
"Wild boar","PIG",1,"Spatial","slope","pi[4, 2]",0.00373144811118278,0.000732454131651659,1.95796769133893e-05,1399.4,1,1.0001,0.00361050178701438,0.0026363128912707,0.00549239081974223,"[0.0026, 0.0055]"
"Wild boar","PIG",1,"Spatial","slope","pi[5, 2]",0.00103911363280119,0.000296987779484232,8.48368971652355e-06,1225.5,1.0001,1.0003,0.000970398410576961,0.000662979831928097,0.00180712861472505,"[0.0007, 0.0018]"
"Wild boar","PIG",1,"Spatial","slope","pi[1, 3]",0.0209498842587631,0.00665085874598272,0.000178479417196582,1388.6,1.0004,1.0005,0.0204000195563682,0.00985476697383563,0.0354464851506537,"[0.0099, 0.0354]"
"Wild boar","PIG",1,"Spatial","slope","pi[2, 3]",0.0135847530654313,0.00389220269422008,0.000100664538839703,1495,1.0005,1.0006,0.0132360413781427,0.00695829887588389,0.0220667906534931,"[0.0070, 0.0221]"
"Wild boar","PIG",1,"Spatial","slope","pi[3, 3]",0.00578327828968936,0.00179931878624926,4.38579355992513e-05,1683.1,1.0003,1.0005,0.00561272604273953,0.00284025694504237,0.00978506290127672,"[0.0028, 0.0098]"
"Wild boar","PIG",1,"Spatial","slope","pi[4, 3]",0.001813680057953,0.00065123175784083,1.55247850123369e-05,1759.6,1.0001,1.0003,0.00171536869054093,0.000808358674515255,0.00334748328988995,"[0.0008, 0.0033]"
"Wild boar","PIG",1,"Spatial","slope","pi[5, 3]",0.000556637456075099,0.000239454258734175,5.82966280157368e-06,1687.2,1,1.0001,0.000513513946044229,0.000216598009717172,0.00114329630084259,"[0.0002, 0.0011]"
