"Species","Rank","Covariates","wAIC","Delta_wAIC","Weight","lppd","pWAIC","Type","CI_2.5","CI_5","CI_25","CI_50","CI_75","CI_95","CI_97.5","beta0_2.5%","beta0_5%","beta0_10%","beta0_25%","beta0_50%","beta0_75%","beta0_90%","beta0_95%","beta0_97.5%","dist_str_2.5%","dist_str_5%","dist_str_10%","dist_str_25%","dist_str_50%","dist_str_75%","dist_str_90%","dist_str_95%","dist_str_97.5%","ndvi_cv_2.5%","ndvi_cv_5%","ndvi_cv_10%","ndvi_cv_25%","ndvi_cv_50%","ndvi_cv_75%","ndvi_cv_90%","ndvi_cv_95%","ndvi_cv_97.5%","elev_2.5%","elev_5%","elev_10%","elev_25%","elev_50%","elev_75%","elev_90%","elev_95%","elev_97.5%","slope_2.5%","slope_5%","slope_10%","slope_25%","slope_50%","slope_75%","slope_90%","slope_95%","slope_97.5%","BB_2.5%","BB_5%","BB_10%","BB_25%","BB_50%","BB_75%","BB_90%","BB_95%","BB_97.5%","DD_2.5%","DD_5%","DD_10%","DD_25%","DD_50%","DD_75%","DD_90%","DD_95%","DD_97.5%","DE_2.5%","DE_5%","DE_10%","DE_25%","DE_50%","DE_75%","DE_90%","DE_95%","DE_97.5%"
"Gaur",7,"ndvi_cv + elev + slope + BB + DE",182.501657020586,20.0636749792263,2.90640379655777e-05,-82.442302482018,8.80852602827481,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gaur",8,"dist_str + ndvi_cv + elev + BB + DE",182.64152943803,20.2035473966703,2.71008581238512e-05,-82.2170727966231,9.10369192239179,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gaur",9,"ndvi_cv + elev + DE",183.404779583482,20.9667975421223,1.85031376377698e-05,-83.6185623253532,8.08382746638792,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muntjac",1,"elev + slope",692.216130105828,0,0.208082404783595,-335.742201182602,10.3658638703126,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muntjac",2,"slope",692.44439033533,0.228260229501984,0.185639025200279,-337.595719050146,8.62647611751912,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muntjac",3,"dist_str + elev + slope",692.714721564312,0.498591458483929,0.162168910402072,-333.98422483208,12.3731359500761,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muntjac",4,"dist_str + elev + slope + BB",693.033810573851,0.817680468023013,0.138254189546444,-332.746216318378,13.7706889685477,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muntjac",5,"slope + DE",693.157569412053,0.941439306224993,0.129958416339807,-335.939086579278,10.6396981267489,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muntjac",6,"ndvi_cv + slope",693.884563060001,1.668432954173,0.0903524109282652,-336.717461745418,10.2248197845824,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muntjac",7,"slope + DE",693.99392170664,1.77779160081161,0.0855446427995384,-319.043351275337,27.9536095779833,"Spatial",13649.3315794331,14006.1734533074,15393.9295954713,16614.9404186716,17910.9723212142,20239.3006499129,21179.4135790542,0.817777021540115,0.853175454069559,0.897540703585668,0.982225773153378,1.07405140668518,1.16817957659875,1.2497282163627,1.30594839748726,1.35309242714172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.644264936586549,-0.60699754266673,-0.557271122951081,-0.469002699946436,-0.378595736814313,-0.276341834639719,-0.192872504107463,-0.139376447847833,-0.0942828409714854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49692814622282,-0.435774592429638,-0.380767144712005,-0.28293251345545,-0.177221471563296,-0.0845198490070406,-0.00852748603690923,0.0339845847206532,0.0750051337890095
"Wild boar",1,"ndvi_cv + slope + BB",337.396231704492,0,0.720077978046701,-148.263419550393,20.4346963018526,"Spatial",3512.9161606736,3885.41564215528,5327.64268779055,6732.96747534265,8648.56189421431,12884.4449668347,14583.7135428047,-1.05864483326793,-0.931196666231874,-0.753702518383917,-0.535255352860972,-0.300990086327317,-0.0843975857540693,0.0870254145957583,0.179169919928916,0.261131730300664,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.540526353965735,-0.452428073820448,-0.376905389379507,-0.241633972589962,-0.0901369819054448,0.0686281094780371,0.206640212645225,0.311405701281611,0.391843033290487,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026297808235523,0.0665380931544489,0.16768892411667,0.332171105451724,0.499499639651199,0.66756990134273,0.809368171482545,0.890563853729221,0.955438063067636,-3.59665043855508,-3.13757933560695,-2.67622848075622,-1.92215723528053,-1.09074283348776,-0.362495226117196,0.0216495694854617,0.182538337279076,0.30476037934804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wild boar",2,"slope + BB",341.046320010241,3.65008830574902,0.116084149648377,-162.092312816215,8.43084718890546,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wild boar",3,"slope",342.684042104745,5.28781040025302,0.0511853986554216,-163.10107852613,8.24094252624295,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wild boar",4,"BB",343.093236049925,5.69700434543302,0.0417148564972206,-165.380971447547,6.16564657741509,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wild boar",5,"elev + slope + BB",343.319288091646,5.92305638715402,0.0372566821535953,-161.58231647159,10.0773275742326,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wild boar",6,"ndvi_cv + slope + BB",343.521086822004,6.12485511751203,0.0336809349986847,-161.771658228789,9.98888518221258,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
