grid_id,dist_ranger,dist_salt,dist_vill,dist_str,ndvi_cv,slope
457,5830.95,2236.07,9219.54,5000,0.3084,67.7755
458,6708.2,1414.21,8246.21,5656.85,0.2458,44.6359
459,6708.2,1000,7280.11,5000,0.2306,47.3271
460,5830.95,1414.21,6324.56,4472.14,0.2182,36.8803
461,5000,2236.07,5385.17,4123.11,0.196,26.3034
462,4242.64,3162.28,4472.14,4000,0.1517,70.6087
463,3605.55,4123.11,3605.55,4123.11,0.0532,45.4397
464,13000,5000,31016.1,9000,0.0539,66.6325
465,12649.1,4472.14,30016.7,9000,0.0583,27.8039
466,12369.3,4123.11,29017.2,9055.38,0.1062,74.6882
467,12165.5,4000,28017.9,9219.54,0.1247,72.7343
468,12041.6,4123.11,27018.5,9486.83,0.1223,36.1934
469,12000,4472.14,26019.2,9848.86,0.1602,26.7794
470,11180.3,4242.64,25020,9055.38,0.1645,42.4637
471,10198,3605.55,24020.8,8062.26,0.1672,27.4674
