"Species","Rank","Covariates","wAIC","Delta_wAIC","Weight","lppd","pWAIC","Type","CI_2.5","CI_5","CI_25","CI_50","CI_75","CI_95","CI_97.5","beta0_2.5.","beta0_5.","beta0_10.","beta0_25.","beta0_50.","beta0_75.","beta0_90.","beta0_95.","beta0_97.5.","dist_str_2.5.","dist_str_5.","dist_str_10.","dist_str_25.","dist_str_50.","dist_str_75.","dist_str_90.","dist_str_95.","dist_str_97.5.","ndvi_cv_2.5.","ndvi_cv_5.","ndvi_cv_10.","ndvi_cv_25.","ndvi_cv_50.","ndvi_cv_75.","ndvi_cv_90.","ndvi_cv_95.","ndvi_cv_97.5.","elev_2.5.","elev_5.","elev_10.","elev_25.","elev_50.","elev_75.","elev_90.","elev_95.","elev_97.5.","slope_2.5.","slope_5.","slope_10.","slope_25.","slope_50.","slope_75.","slope_90.","slope_95.","slope_97.5.","BB_2.5.","BB_5.","BB_10.","BB_25.","BB_50.","BB_75.","BB_90.","BB_95.","BB_97.5.","DD_2.5.","DD_5.","DD_10.","DD_25.","DD_50.","DD_75.","DD_90.","DD_95.","DD_97.5.","DE_2.5.","DE_5.","DE_10.","DE_25.","DE_50.","DE_75.","DE_90.","DE_95.","DE_97.5.","beta0_2.5..1","beta0_5..1","beta0_10..1","beta0_25..1","beta0_50..1","beta0_75..1","beta0_90..1","beta0_95..1","beta0_97.5..1","slope_2.5..1","slope_5..1","slope_10..1","slope_25..1","slope_50..1","slope_75..1","slope_90..1","slope_95..1","slope_97.5..1","BB_2.5..1","BB_5..1","BB_10..1","BB_25..1","BB_50..1","BB_75..1","BB_90..1","BB_95..1","BB_97.5..1","elev_2.5..1","elev_5..1","elev_10..1","elev_25..1","elev_50..1","elev_75..1","elev_90..1","elev_95..1","elev_97.5..1","ndvi_cv_2.5..1","ndvi_cv_5..1","ndvi_cv_10..1","ndvi_cv_25..1","ndvi_cv_50..1","ndvi_cv_75..1","ndvi_cv_90..1","ndvi_cv_95..1","ndvi_cv_97.5..1","elev_2.5..2","elev_5..2","elev_10..2","elev_25..2","elev_50..2","elev_75..2","elev_90..2","elev_95..2","elev_97.5..2","slope_2.5..2","slope_5..2","slope_10..2","slope_25..2","slope_50..2","slope_75..2","slope_90..2","slope_95..2","slope_97.5..2","dist_str_2.5..1","dist_str_5..1","dist_str_10..1","dist_str_25..1","dist_str_50..1","dist_str_75..1","dist_str_90..1","dist_str_95..1","dist_str_97.5..1","BB_2.5..2","BB_5..2","BB_10..2","BB_25..2","BB_50..2","BB_75..2","BB_90..2","BB_95..2","BB_97.5..2","DE_2.5..1","DE_5..1","DE_10..1","DE_25..1","DE_50..1","DE_75..1","DE_90..1","DE_95..1","DE_97.5..1","ndvi_cv_2.5..2","ndvi_cv_5..2","ndvi_cv_10..2","ndvi_cv_25..2","ndvi_cv_50..2","ndvi_cv_75..2","ndvi_cv_90..2","ndvi_cv_95..2","ndvi_cv_97.5..2","Model_Weight"
"Gaur",1,"ndvi_cv + elev + DE",162.44,0,0.660887621027834,-69.2285237384058,11.9904672822741,"Spatial",1734.76810066798,1929.22336437252,2787.15141026828,3734.70239857364,5243.27731026222,11708.3088475868,21280.7287595541,-2.92805228954337,-2.68365474742128,-2.42720851528167,-2.08805416610993,-1.77550211362218,-1.45487540780859,-1.15334022064003,-0.991704409058911,-0.889084701812326,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206790378027343,0.328674427925573,0.48026954239893,0.772839860487394,1.12540019655818,1.43801732597714,1.79491255631904,2.06651009407335,2.32491558042549,-1.20933735478135,-1.07691701560579,-0.915513828747217,-0.603673786409283,-0.285354992876321,0.00776062855076141,0.272561540916779,0.416080160200481,0.544822185744366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217460982256379,0.355591419265951,0.513018823524845,0.766116846187338,1.05065352262729,1.32511787072351,1.56909143123296,1.73400215757066,1.87544188930189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0733
"Gaur",2,"ndvi_cv + elev + BB + DE",164.04,1.6,0.29632777851386,-69.835768341125,12.1853402898814,"Spatial",1672.82626863332,1838.88227044521,2542.09991694021,3253.13832840803,4289.77449019484,7522.57762396302,10009.2859686405,-3.08733105521218,-2.88933847760348,-2.6530236126615,-2.28982282453145,-1.92829098084159,-1.6042154412775,-1.32061197355128,-1.14415817760739,-1.02285752781691,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132900404782863,0.271945605126318,0.421471846975689,0.702677718412927,1.01413155993839,1.30765743401912,1.62045341082267,1.76983604142117,1.90879541650357,-1.52362447306495,-1.35148821329627,-1.1499129184622,-0.840610206815118,-0.495414542564131,-0.125089258009898,0.159536350908174,0.31770835673824,0.436517430999924,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.11308461045173,-2.71268071408547,-2.29658945325533,-1.64161849070535,-0.994737806540444,-0.491034043491208,-0.176470337211962,-0.0165683824464211,0.117959738747891,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221613566732788,0.338495997281448,0.507922104059593,0.739916958861019,0.98589967797526,1.23545753454557,1.45641958361124,1.61041658025457,1.72944319952983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0329
"Gaur",3,"ndvi_cv + elev + BB + DD + DE",169.25,6.81,0.0219677161601158,-72.1823072304451,12.4406936737233,"Spatial",1719.7948282932,1905.55414042305,2719.99088208756,3566.77178676321,5067.82067199227,10120.1586123994,14314.5258930072,-3.20863784380476,-3.01042247220226,-2.76560280968483,-2.38023933926571,-2.01252446069015,-1.66539775259737,-1.33298186376225,-1.16109336551228,-0.997955339927478,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0595452281712189,0.189525431159445,0.403185803840385,0.697800515493296,1.00691427368223,1.33267982263135,1.62755101682273,1.8047495456356,1.94197101469389,-1.64715259410804,-1.4996387034149,-1.28158772760782,-0.965690906584497,-0.591964257293733,-0.212446122207774,0.135358535208821,0.36506746099765,0.576191801645236,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.15567393117428,-2.78917148525426,-2.3226312230895,-1.70822974797724,-1.07008993942228,-0.6085781534141,-0.296551111676075,-0.120537273530156,0.0189758492051267,-0.658165006365417,-0.510637468712059,-0.30103790471086,-0.0978885527823172,0.113542113519626,0.304296787376813,0.463740558160379,0.548561822899188,0.627426787071851,0.324476401240561,0.463316758597359,0.59949988848415,0.815333303605779,1.07396092778539,1.32174460059256,1.55641036122102,1.6969383787877,1.81728976118058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024
"Gaur",4,"ndvi_cv + elev + slope + BB + DE",169.37,6.93,0.0206391600633487,-72.8136452319277,11.8717393553961,"Spatial",1764.41620359472,1923.8172488572,2708.67024563155,3515.32290423356,4819.37342757948,8760.86724910427,11876.3161112683,-3.05240411936202,-2.86448694876914,-2.63467736795194,-2.31876070504009,-1.93851113577472,-1.54294578554727,-1.24686783780142,-1.07767698566001,-0.941107715766746,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158227754501465,0.307143928775078,0.478139629589661,0.725595930046806,1.01422373979963,1.29825641448546,1.55983549717431,1.72018856237342,1.87334493338218,-1.57701960977551,-1.4210565653014,-1.2453279840589,-0.942208931484248,-0.5794151297076,-0.230031121584312,0.103470561418855,0.266440141790339,0.397753062001351,-0.84266955794196,-0.679244265459757,-0.506997856662834,-0.263269209191248,0.0024974989402397,0.287108290621858,0.529796639441586,0.661057051150555,0.763398574034574,-3.30272701260515,-2.87997317155875,-2.41785313008196,-1.77082092268613,-1.12239911217043,-0.612137038207294,-0.237583754765736,-0.0774533955918463,0.0563520377052466,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260892301015368,0.400492494288843,0.541674640058576,0.783045280634779,1.05681980052219,1.3017228284052,1.5174852623257,1.64072282069399,1.7305665662024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023
"Gaur",5,"ndvi_cv + elev + BB + DE",180.75,18.31,6.97531911721948e-05,-82.2248072491002,8.15055969115851,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Gaur",6,"ndvi_cv + elev + BB + DD + DE",182.23,19.79,3.3303009941862e-05,-82.305237613702,8.80944471623796,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Gaur",7,"ndvi_cv + elev + slope + BB + DE",182.5,20.06,2.90640379655777e-05,-82.442302482018,8.80852602827481,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Gaur",8,"dist_str + ndvi_cv + elev + BB + DE",182.64,20.2,2.71008581238512e-05,-82.2170727966231,9.10369192239179,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Gaur",9,"ndvi_cv + elev + DE",183.4,20.97,1.85031376377698e-05,-83.6185623253532,8.08382746638792,"NoSpatial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Muntjac",1,"elev + slope",692.22,0,0.208082404783595,-335.742201182602,10.3658638703126,"NoSpatial",12318.8520931358,12660.7430831728,13884.7069936163,14775.0316379473,15769.7945304474,17279.9001171229,17812.8479738634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.400130657214849,-0.361757761644849,-0.322048437893544,-0.258366285857497,-0.192593732982001,-0.121204777737562,-0.0574953607015811,-0.0239144359784457,0.00806904403345788,-0.683162564098759,-0.640454976641572,-0.593134894950701,-0.514935933040235,-0.432586564948838,-0.354648661549488,-0.285344527984011,-0.244004397050435,-0.214154523910559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0733
"Muntjac",2,"slope",692.44,0.23,0.185639025200279,-337.595719050146,8.62647611751912,"NoSpatial",13383.322525773,13763.0045495048,15013.1393346801,15941.5549072182,16943.3944450273,18444.5884664821,18959.6591592233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.722771263675304,-0.686437796287659,-0.641030600495512,-0.568216628659583,-0.496471362843574,-0.421625494494137,-0.353396641464369,-0.310546235850305,-0.273896884844134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0653
"Muntjac",3,"dist_str + elev + slope",692.71,0.5,0.162168910402072,-333.98422483208,12.3731359500761,"NoSpatial",12775.2548824052,13207.0896821191,14438.8141219213,15420.1980174724,16484.7298092031,18194.267467485,18824.0915225971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.551046050284315,-0.512332127375278,-0.462761162893272,-0.383847541074335,-0.292737051447171,-0.208124906851402,-0.127671806431013,-0.0816914138507693,-0.0453383443698276,-0.665043524458797,-0.623247751587999,-0.573043312580981,-0.497269450478002,-0.415603033538769,-0.335213909906042,-0.271661820228351,-0.232294264780728,-0.197191629697888,-0.0503700932633,-0.0140097790165032,0.0342031325965511,0.104351390608065,0.186706504152764,0.265675138908326,0.336496552822636,0.377932885115763,0.411883331589196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0571
"Muntjac",4,"dist_str + elev + slope + BB",693.03,0.82,0.138254189546444,-332.746216318378,13.7706889685477,"NoSpatial",13035.4415482037,13429.7039494006,14729.6903580101,15725.2430543776,16857.5079108872,18689.0767102583,19319.6053788033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.756436806962806,-0.703687867386059,-0.648105192068614,-0.549423197899772,-0.445542277984258,-0.334897639921791,-0.235875962891148,-0.17100853954312,-0.115744235899004,-0.606671360811117,-0.562177900748297,-0.514326955726443,-0.440444691820295,-0.358809101386373,-0.276197913749575,-0.209154012638959,-0.168901072810673,-0.133228573312097,0.0227637774441099,0.0682774985781635,0.121440371165862,0.207165814466972,0.300471437115015,0.396965859642227,0.480346658007537,0.527810565850765,0.566385286443264,-4.08890826906883,-3.64693314054579,-3.14565287671129,-2.38994892387664,-1.55808211369599,-0.65214306742015,-0.014723400251371,0.126935290148783,0.205509806152343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0486
"Muntjac",5,"slope + DE",693.16,0.94,0.129958416339807,-335.939086579278,10.6396981267489,"NoSpatial",13564.2560576079,13989.1766015958,15164.4240884357,16051.8917237734,17013.7417495385,18529.8091546851,19037.8360039415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.657209498525901,-0.625805014076693,-0.577583624380316,-0.508064471178494,-0.427979795025655,-0.354438438851675,-0.292067803389803,-0.255514685776942,-0.225947651446937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.433036037483785,-0.388364917826353,-0.34148798101967,-0.264662616351504,-0.183368802654445,-0.10853675171447,-0.0456248126027986,-0.00898154843289193,0.025658296618714,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0458
"Muntjac",6,"ndvi_cv + slope",693.88,1.67,0.0903524109282652,-336.717461745418,10.2248197845824,"NoSpatial",12953.7940177679,13343.7426244498,14484.5701323188,15333.3283281638,16255.2060039197,17744.5508919383,18266.0105773693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.723206948256853,-0.682894190031738,-0.642902596138309,-0.575112777366283,-0.502412617238398,-0.430590179652177,-0.364039152090123,-0.325858159173587,-0.292187246542443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0709535347296333,-0.0400149304791902,-0.00850646320381033,0.0414570530115178,0.0950537845121361,0.150527006487011,0.20166279864025,0.233118029543505,0.255242642304775,0.0318
"Muntjac",7,"slope + DE",693.99,1.78,0.0855446427995384,-319.043351275337,27.9536095779833,"Spatial",13649.3315794331,14006.1734533074,15393.9295954713,16614.9404186716,17910.9723212142,20239.3006499129,21179.4135790542,0.817777021540115,0.853175454069559,0.897540703585668,0.982225773153378,1.07405140668518,1.16817957659875,1.2497282163627,1.30594839748726,1.35309242714172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.644264936586549,-0.60699754266673,-0.557271122951081,-0.469002699946436,-0.378595736814313,-0.276341834639719,-0.192872504107463,-0.139376447847833,-0.0942828409714854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49692814622282,-0.435774592429638,-0.380767144712005,-0.28293251345545,-0.177221471563296,-0.0845198490070406,-0.00852748603690923,0.0339845847206532,0.0750051337890095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0301
