"Species","Species_Code","Rank","Type","Covariates","Parameter","Group_Size_Class","Distance_Bin","Mean","SD","MCSE","Median","HPD_95_Lower","HPD_95_Upper"
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","gs_k[5]","Group Size Class 5","-",0.0461747410823498,0.0170929281691767,0.000349633106049708,0.0437007582203875,0.017912955415072,0.08072415868988
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","muc","-","-",1.8117015493474,0.208725515368635,0.00430826332792222,1.80270727169804,1.43084771901922,2.23722108920663
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","p","-","-",0.0459005639310548,0.0424543469210782,0.00133575715621705,0.0335250094131968,1.5530348435551e-05,0.130533527893007
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.0689286637832563,0.0090928161538677,0.000186163675667138,0.0688366320270595,0.0506635186500079,0.0857667000727599
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.061669527880559,0.00147634966663089,3.25660041536575e-05,0.0620250655802852,0.0587207379195966,0.0638197559080877
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 1]","Group Size Class 3","Distance Bin 1",0.0372478790939663,0.0035282402359949,7.20415538360113e-05,0.0374455779328926,0.0303920617360957,0.0437180892336462
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[4, 1]","Group Size Class 4","Distance Bin 1",0.0170862577207045,0.0035313306946057,7.25422784991047e-05,0.0169080197499618,0.0107357548749537,0.0243059670120543
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[5, 1]","Group Size Class 5","Distance Bin 1",0.00901339113074063,0.00332882116097352,6.79228069632555e-05,0.00852476320059327,0.00352474518144364,0.0157821434846553
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0564387175375403,0.00811615316032636,0.000170599076848826,0.0562264863084398,0.0406410845042273,0.0720911769674946
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0513590127991203,0.00329437558934778,8.90484906469632e-05,0.0514106198943825,0.045018084289298,0.0579332959835257
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 2]","Group Size Class 3","Distance Bin 2",0.0314613404093478,0.00344187998257694,7.55790238833538e-05,0.0314418637564569,0.0248788766810198,0.0381125549731633
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[4, 2]","Group Size Class 4","Distance Bin 2",0.0146039624837199,0.00308644133082492,6.3480555999599e-05,0.0144244803918856,0.00904926794052767,0.0208485214243913
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[5, 2]","Group Size Class 5","Distance Bin 2",0.00780830538667264,0.0028848594617475,5.82992578749164e-05,0.00739161523523396,0.00325133235176315,0.013898516413983
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0381727421528751,0.00809192418094301,0.000204986206716055,0.0374747369481772,0.0228490039212546,0.054000347093378
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.035904059992786,0.00589369496877618,0.000166545292035616,0.0356933904547592,0.0246317265898136,0.0477159473810244
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 3]","Group Size Class 3","Distance Bin 3",0.0226245727453137,0.00416263014108233,0.000108758774228303,0.0223749821621669,0.0146438067266588,0.0308494298747476
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[4, 3]","Group Size Class 4","Distance Bin 3",0.0107581916715331,0.002753816839561,6.19419806498765e-05,0.0104654171382229,0.00584148735333426,0.0161996490362218
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[5, 3]","Group Size Class 5","Distance Bin 3",0.00591288781100336,0.00233666057049546,4.87784011997759e-05,0.00552354920636391,0.00205149490379323,0.0105524614405314
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.0216955036237181,0.00772837902912429,0.000215480799506911,0.020639591187731,0.00840246532599252,0.0369233180039349
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.0213978009401924,0.00683224743799939,0.000197429296858938,0.0206447225493636,0.00873356586168417,0.0341858660919335
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 4]","Group Size Class 3","Distance Bin 4",0.014068818063526,0.00461443541581357,0.000131804279771574,0.0135446766277495,0.0062060922459677,0.0234551437240091
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[4, 4]","Group Size Class 4","Distance Bin 4",0.00694246986352747,0.00259715510198482,6.68678366323783e-05,0.00655546401582596,0.00253857417603104,0.0120821303819494
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[5, 4]","Group Size Class 5","Distance Bin 4",0.00398274558046924,0.00192614032392918,4.36715175629714e-05,0.00359236315486972,0.00105144023333702,0.00778878550442554
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.0106210438592114,0.00618405405908826,0.000183772876549934,0.00928116928995286,0.00193407467552608,0.0224817995665298
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.0111183925010968,0.00601641647400522,0.00018603077273593,0.0099401151575956,0.00230163540140045,0.0226929033777394
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 5]","Group Size Class 3","Distance Bin 5",0.00773689912284788,0.00420233914593168,0.000126492777584256,0.0069221103513788,0.0014880009355676,0.0158416372264011
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[4, 5]","Group Size Class 4","Distance Bin 5",0.00401741358600856,0.00231046293192205,7.1000112465755e-05,0.0035312543242582,0.000628024277005801,0.00844778957303579
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[5, 5]","Group Size Class 5","Distance Bin 5",0.00244581027702707,0.00161320073247373,4.32451173531364e-05,0.00206013872036594,0.000225734144429068,0.00552667482061037
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[1]","Group Size Class 1","-",45.645369009594,7.92922902225105,0.248530356265042,44.3507759896917,33.8019331641551,59.2867788412045
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[2]","Group Size Class 2","-",47.8452690103498,8.74390083688957,0.291246684426389,46.4696237832452,34.8580572395009,62.7724340921625
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[3]","Group Size Class 3","-",50.25213988192,10.2922472946223,0.360160503061139,48.4508369256967,35.2813031285623,68.0645544282004
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[4]","Group Size Class 4","-",52.8953976860843,12.6771440707071,0.45499836426025,50.3565016805408,34.4565724430251,74.1518564527755
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[5]","Group Size Class 5","-",56.9144125239829,17.3720089291299,0.608548866058089,52.8854965820128,36.0145280061838,87.8612133601176
"Banteng","BTG",4,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma0","-","-",3.80850426185703,0.152153711256406,0.00451989134543983,3.7921302055516,3.53186754873545,4.09184252258251
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","gs_k[1]","Group Size Class 1","-",0.56041384511323,0.0215066757415681,0.000711961609575567,0.566903945146647,0.517054627052803,0.582519686597124
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","gs_k[2]","Group Size Class 2","-",0.298483452350879,0.00630365227141343,0.000200574582753238,0.296754758580612,0.291263812023596,0.311311077031409
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","gs_k[3]","Group Size Class 3","-",0.106384907171476,0.00921631824803847,0.000306531827218007,0.103560620870128,0.0970892602675691,0.124957250306886
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","gs_k[4]","Group Size Class 4","-",0.0285569777685647,0.00456552686230984,0.000155055339148444,0.0271052153979125,0.0242726458029915,0.0376174722559318
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","gs_k[5]","Group Size Class 5","-",0.00616081759585126,0.00149412672318549,5.16952698052899e-05,0.00567546000470124,0.00485459530871946,0.00905957335296979
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","muc","-","-",1.06783327994519,0.0679970028449591,0.00227257678633064,1.04693135845293,1.0000136260632,1.20417093569348
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","p","-","-",0.056018256431036,0.0506405804118907,0.00154013080966798,0.0416795589083709,1.62882273634646e-05,0.159077832541631
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.0978428639376259,0.00491181690544197,0.000144079867403365,0.0983837071753901,0.0877494746830968,0.10624775633177
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0528059769964947,0.00198930453816001,5.30655923464687e-05,0.052785942612646,0.0489466550474596,0.056741058682255
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[3, 1]","Group Size Class 3","Distance Bin 1",0.0190322413565185,0.00175080998549997,5.22148759255124e-05,0.0186147708437882,0.0163280795425432,0.0227477263497861
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[4, 1]","Group Size Class 4","Distance Bin 1",0.00515740205666958,0.000838463996224329,2.9268622935133e-05,0.0049067351703525,0.00407853716266614,0.00688044621349523
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[5, 1]","Group Size Class 5","Distance Bin 1",0.00112166062863928,0.000273475395190228,9.8135884855129e-06,0.00103397270482764,0.00081814505722987,0.00166531365786193
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0447310369134726,0.00985448373227879,0.000249010473362219,0.044187489714218,0.0268384018603674,0.0643157413989368
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0260385448272191,0.00543681110795695,0.000138902444204563,0.0258682822405344,0.0156156488366502,0.036582331728297
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[3, 2]","Group Size Class 3","Distance Bin 2",0.0100378235629463,0.00233678098159541,6.2068664922818e-05,0.00990531174902419,0.00575619336530619,0.0146967871136069
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[4, 2]","Group Size Class 4","Distance Bin 2",0.00288394243696546,0.000804047749419232,2.21681926906266e-05,0.00279300430747148,0.00141910744919376,0.00446546808917441
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[5, 2]","Group Size Class 5","Distance Bin 2",0.000659617569716915,0.000224349125164067,6.37704250015144e-06,0.00062222530753291,0.000291955168570016,0.00110102600650978
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0102811572988675,0.00601347144820546,0.000150950866721309,0.00898472204860114,0.00110826369989411,0.0221079519081926
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.00691426899633701,0.00385140911907574,9.77568717228475e-05,0.00617445703421571,0.000964218498941196,0.0146133078726611
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[3, 3]","Group Size Class 3","Distance Bin 3",0.0030786692236267,0.00182308115596686,4.90856231590214e-05,0.00269449707961261,0.000255018310631486,0.00665234074274397
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[4, 3]","Group Size Class 4","Distance Bin 3",0.00100883983598031,0.000653913382972406,1.82455471100741e-05,0.000855875187177471,0.000102301923828458,0.00234032576183477
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[5, 3]","Group Size Class 5","Distance Bin 3",0.000258593449002857,0.00018192815727911,5.19234328463301e-06,0.000210335585550844,1.74151448037302e-05,0.000627252682842399
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.00139678663786867,0.00169125623682959,4.14696812144315e-05,0.00082181280800707,1.02209474811774e-06,0.00468299598094003
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00114869438890984,0.00132516863141374,3.26540190498199e-05,0.000713470551367869,1.38440462510586e-06,0.00366070380285407
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[3, 4]","Group Size Class 3","Distance Bin 4",0.000648360647723843,0.000801982539438813,2.13695035271977e-05,0.000380006501948992,7.27505422990117e-07,0.00218345750502978
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[4, 4]","Group Size Class 4","Distance Bin 4",0.000266620891763924,0.000354432408179363,9.96633683260922e-06,0.00014264795437524,1.92922822067987e-07,0.000957529035695153
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[5, 4]","Group Size Class 5","Distance Bin 4",8.28516317804164e-05,0.000113872842554867,3.27206170024682e-06,4.03540835020676e-05,4.09238552869941e-08,0.000317083201818853
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.000134034566426802,0.000316911014503298,7.15517866467236e-06,3.3373364260205e-05,4.35474955781915e-10,0.000593117943206632
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.000141598802094573,0.000320447956584546,7.40848101647451e-06,3.9691259937902e-05,1.09991046279368e-09,0.000595284897075256
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[3, 5]","Group Size Class 3","Distance Bin 5",0.000113121712314359,0.000279571147582137,7.03190301577642e-06,2.76362742254385e-05,7.81783724424445e-10,0.000497738936083982
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[4, 5]","Group Size Class 4","Distance Bin 5",6.49227011823442e-05,0.000164746120607956,4.44562340427203e-06,1.29478707057265e-05,2.12106181685326e-10,0.000300643157551525
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","pi[5, 5]","Group Size Class 5","Distance Bin 5",2.62494559203975e-05,6.3915452834253e-05,1.80883321654566e-06,4.44292861432728e-06,4.60290032924988e-11,0.000132225036000322
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","sigma[1]","Group Size Class 1","-",21.9831997791987,2.91990161930723,0.0735290609334552,21.6720325021982,16.9694742257268,27.996246411892
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","sigma[2]","Group Size Class 2","-",23.2745053165145,3.28987721121662,0.0839458196767271,22.8933204538757,17.3974577391219,29.8320006926934
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","sigma[3]","Group Size Class 3","-",24.7099259879461,4.20408006942978,0.114855072790709,24.0857731685686,17.5616460282001,33.3843202006161
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","sigma[4]","Group Size Class 4","-",26.3126572520483,5.67404581173604,0.162610313669065,25.2136237637779,17.5174958294589,37.6022944891347
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","sigma[5]","Group Size Class 5","-",28.1107151608501,7.71723976209561,0.228054357618827,26.3030279943891,17.4154531714509,43.4957137027266
"Gaur","GAR",1,"Spatial","ndvi_cv + elev + DE","sigma0","-","-",3.08170975450584,0.130265081390972,0.00327867488920825,3.07602260451396,2.84006278987154,3.33862044111286
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","gs_k[1]","Group Size Class 1","-",0.560142129963883,0.0213424967692706,0.000666980094863274,0.566857109880266,0.516746843995823,0.582517924624181
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","gs_k[2]","Group Size Class 2","-",0.298578501774167,0.0062706053738912,0.000190797992385074,0.296770570532024,0.291264456089071,0.31138656157271
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","gs_k[3]","Group Size Class 3","-",0.106498082690786,0.00914337825930049,0.000286619842159811,0.103580214485387,0.0970899833232256,0.125092317904715
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","gs_k[4]","Group Size Class 4","-",0.0286063683247338,0.00452105108605083,0.00014360344586481,0.0271140282218362,0.0242729536628257,0.0376896997089588
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","gs_k[5]","Group Size Class 5","-",0.00617491724643042,0.00147636660244057,4.74199243615206e-05,0.00567807688048614,0.00485468230069616,0.00908457681779321
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","muc","-","-",1.06864905354554,0.0674265279867338,0.00212022020258203,1.04707364647467,1.00001886217316,1.20518031291635
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","p","-","-",0.055904492653872,0.0508655718057615,0.00154654054089047,0.0423753079567404,1.63159265674853e-05,0.158952008288559
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.0979025944538501,0.00499661721636568,0.000146135777492554,0.0984991272540978,0.0874372180959558,0.10649955514404
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0528758215371719,0.00200495912546421,5.46819501567545e-05,0.0529048427918343,0.0490105543332349,0.0569428491471807
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[3, 1]","Group Size Class 3","Distance Bin 1",0.0190688900252087,0.00171991142959546,5.12174870756511e-05,0.0186746820728288,0.0164714144893367,0.0227848953741811
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[4, 1]","Group Size Class 4","Distance Bin 1",0.00516986286905491,0.000822375416824109,2.54083676006802e-05,0.00492889023165234,0.00409482012759936,0.00686570367411169
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[5, 1]","Group Size Class 5","Distance Bin 1",0.00112477707825272,0.000267918271215361,8.44097238007008e-06,0.00103965506542874,0.000823000165293004,0.00167060165244375
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0451251352787058,0.0103265959755745,0.000275666738076477,0.0447186347202276,0.0252734937201982,0.0651759729819877
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0262543286963092,0.00559713861928042,0.000148592048625479,0.0260649455927588,0.0155718926221319,0.0372335586318731
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[3, 2]","Group Size Class 3","Distance Bin 2",0.0101132426156121,0.00233515434662553,6.29617351514088e-05,0.010000721158596,0.0056691133665179,0.014779602687078
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[4, 2]","Group Size Class 4","Distance Bin 2",0.00290283322047372,0.00078534918755544,2.16623579925455e-05,0.00282609620351751,0.0015153471360913,0.00453165355136317
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[5, 2]","Group Size Class 5","Distance Bin 2",0.000663203706693143,0.00021611951676652,6.03752622359454e-06,0.000630854032361382,0.000304555161076747,0.00110073254679452
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0106193586255782,0.00645128898506364,0.000170650540696159,0.00930701396473705,0.0012861912660364,0.023197481360782
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0070981563915737,0.00401651540101929,0.000105824166491133,0.00626254476100649,0.000832975564484876,0.0148865878720542
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[3, 3]","Group Size Class 3","Distance Bin 3",0.00314159434637335,0.00184863978170352,4.97026747821572e-05,0.00277814706026437,0.000309639052525712,0.00675929166308044
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[4, 3]","Group Size Class 4","Distance Bin 3",0.00102356683029592,0.000649875200716882,1.78984505269105e-05,0.00088024642867005,8.93647140441821e-05,0.00233465515336407
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[5, 3]","Group Size Class 5","Distance Bin 3",0.000260970539776621,0.000178222852815086,4.94952392651732e-06,0.000216647020621476,2.07424761280424e-05,0.00061948743566169
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.00151528723284894,0.00197529880235332,5.63604795150136e-05,0.000871961184266924,1.6951560759343e-06,0.00501332453204536
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.0012182360468902,0.00143085422026733,3.63341476272441e-05,0.000736578200195313,1.06837051337327e-06,0.00386535202054888
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[3, 4]","Group Size Class 3","Distance Bin 4",0.000674553288777535,0.000824315869197467,2.19204004632512e-05,0.000399441578752761,4.47671917751135e-07,0.00221915060254645
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[4, 4]","Group Size Class 4","Distance Bin 4",0.000273116995645306,0.000357336679448335,9.75836823688909e-06,0.00014957305655735,5.05978970720622e-07,0.000970415773092989
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[5, 4]","Group Size Class 5","Distance Bin 4",8.38082567873047e-05,0.000113581259897901,3.14194662122227e-06,4.23697635506853e-05,3.50895561591149e-08,0.000310912144756263
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.000159930723743443,0.000499903838049126,1.29699465185064e-05,3.68943283657985e-05,9.8373728369916e-10,0.000657762320037
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.000157718829210693,0.000390152444110185,1.01577107199827e-05,4.21853400696882e-05,7.0135483526237e-10,0.000657541141964167
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[3, 5]","Group Size Class 3","Distance Bin 5",0.000120254624238069,0.000293016919622281,7.06150171661226e-06,3.01320969365229e-05,3.31751530081239e-10,0.000508812643218087
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[4, 5]","Group Size Class 4","Distance Bin 5",6.71559087151119e-05,0.000168987046879851,4.43276606382766e-06,1.39098695058528e-05,1.17136610002514e-10,0.000307009791388538
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","pi[5, 5]","Group Size Class 5","Distance Bin 5",2.66432790881781e-05,6.51625863219034e-05,1.78769445363599e-06,4.78036542680591e-06,3.29337071930136e-11,0.000132837814997001
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma[1]","Group Size Class 1","-",22.1266890632279,3.10572320885345,0.0831672205935317,21.820495145338,16.2876103609786,27.9823891362762
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma[2]","Group Size Class 2","-",23.4185155687843,3.43264955876144,0.0929114810747323,23.0023156546899,17.2590975554254,30.2486406952078
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma[3]","Group Size Class 3","-",24.8551012934877,4.30317760787124,0.120103996865416,24.2414840525631,17.6596954250021,33.5089303500739
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma[4]","Group Size Class 4","-",26.4602551781237,5.75470765246823,0.162663261485605,25.3862758910591,17.7782937579179,38.2544849879858
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma[5]","Group Size Class 5","-",28.2629122032886,7.81727185208066,0.224533357200235,26.5085833595717,17.0997426741455,43.2971035384677
"Gaur","GAR",2,"Spatial","ndvi_cv + elev + BB + DE","sigma0","-","-",3.08729110591051,0.136951866292684,0.00363494743527215,3.08284967241776,2.81535447948737,3.35039266910102
"Muntjac","MJK",1,"NoSpatial","elev + slope","gs_k[1]","Group Size Class 1","-",0.664197644903076,0.00239521868988278,4.82269982670287e-05,0.664910788748667,0.659291297760771,0.666666603996514
"Muntjac","MJK",1,"NoSpatial","elev + slope","gs_k[2]","Group Size Class 2","-",0.335802355096924,0.00239521868988278,4.8226998267029e-05,0.335089211251333,0.333333396003486,0.340708702239229
"Muntjac","MJK",1,"NoSpatial","elev + slope","muc","-","-",1.01119131080007,0.0109294284637645,0.000220319916169911,1.00792231656207,1.00000028201571,1.03356044102635
"Muntjac","MJK",1,"NoSpatial","elev + slope","p","-","-",0.0107127197645147,0.0107252198875075,0.000224290597520871,0.00731525101966229,2.06536847173477e-09,0.0322170023456027
"Muntjac","MJK",1,"NoSpatial","elev + slope","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.125838732303775,0.000750042751226104,1.32566184428484e-05,0.125887243071697,0.12428090531812,0.127216996438245
"Muntjac","MJK",1,"NoSpatial","elev + slope","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0636917570949411,0.000545136025380594,1.03331402809195e-05,0.0636144260903042,0.0627223955596241,0.0647994335770667
"Muntjac","MJK",1,"NoSpatial","elev + slope","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0911420926914235,0.00300619953172279,4.94798281009837e-05,0.091135546198232,0.0850592974243007,0.0967944798913463
"Muntjac","MJK",1,"NoSpatial","elev + slope","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0464359479426873,0.00156762695835429,2.62952278752646e-05,0.0464291142912907,0.0433008856952981,0.0494451739614837
"Muntjac","MJK",1,"NoSpatial","elev + slope","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0479191071260564,0.00425919065226967,6.99144111623179e-05,0.0477795301486618,0.0393544023438602,0.0559723194252108
"Muntjac","MJK",1,"NoSpatial","elev + slope","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0247398538191918,0.00222122748841324,3.72741852476185e-05,0.0246701221809185,0.0205497256463369,0.029256435918903
"Muntjac","MJK",1,"NoSpatial","elev + slope","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.0183712256858021,0.00318288243049279,5.21146674247923e-05,0.0181378788944925,0.0123536687362704,0.0245823176933908
"Muntjac","MJK",1,"NoSpatial","elev + slope","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00967626471152073,0.00169217742122286,2.83590573117275e-05,0.00955267279230851,0.00643767258099853,0.013002519202854
"Muntjac","MJK",1,"NoSpatial","elev + slope","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.00517039523479402,0.00148849898819677,2.42479049906672e-05,0.00498243558149551,0.00258354123924207,0.00813726334474528
"Muntjac","MJK",1,"NoSpatial","elev + slope","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.00279748978970005,0.000813920605787689,1.36222845490668e-05,0.0026944864911527,0.00134668541038402,0.00441099677009113
