"Species","Species_Code","Rank","Type","Covariates","Parameter","Group_Size_Class","Distance_Bin","Mean","SD","MCSE","Median","HPD_95_Lower","HPD_95_Upper"
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","gs_k[2]","Group Size Class 2","-",0.301846879348021,0.00176349500063132,5.3904609549237e-05,0.301301238843874,0.300000724628039,0.305372002395677
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","gs_k[3]","Group Size Class 3","-",0.101882767597134,0.00182997413462905,5.60477787922345e-05,0.101310340590998,0.100000724630839,0.105531092322297
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","muc","-","-",1.01252292632274,0.0121470205222386,0.000371957567272595,1.0087280853514,1.00000483086993,1.03674624550771
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","p","-","-",0.0113483846471631,0.0116440247457881,0.000372079022975021,0.00765999798548837,8.81743879244112e-07,0.0342572559785781
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.110242995755451,0.00107809063024924,2.94412650072719e-05,0.11031005159213,0.108208370911514,0.112371557230163
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0559021364348011,0.000530390787073751,1.39507615826347e-05,0.0558839826074937,0.0548805249668803,0.056939050848848
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[3, 1]","Group Size Class 3","Distance Bin 1",0.01889931059256,0.000366722402440248,1.07530228572224e-05,0.0188203751844219,0.0183213673524873,0.0196758392560591
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0691493459030276,0.00364922906845292,9.18688652223983e-05,0.0691717602288372,0.0620290520977736,0.0762581305711717
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0354160254823553,0.00186272653437881,4.68081809828933e-05,0.0354247255698473,0.0318079272010507,0.0389280003603804
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[3, 2]","Group Size Class 3","Distance Bin 2",0.0120898388831225,0.000690799653152511,1.76925718099466e-05,0.0120764597047862,0.0107543464311167,0.0134422907042417
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0273572238069746,0.0038696246845409,9.69798476242005e-05,0.0272016160785607,0.0201769995321739,0.0351187948175995
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0142946818037057,0.00202259848138969,5.08712391352766e-05,0.0142161341814494,0.01053441382623,0.0183010368016507
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[3, 3]","Group Size Class 3","Distance Bin 3",0.00497809183890874,0.000742567014351545,1.89145648414117e-05,0.00494251431811098,0.00354909407406629,0.00643671065566603
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.00690179326852577,0.00189823836142587,4.7334527328109e-05,0.00669926800524983,0.00333570125538368,0.0105007338608094
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00371671023128014,0.00102427485636747,2.57015772622657e-05,0.00361250191643285,0.00191951201420172,0.00576542746241569
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[3, 4]","Group Size Class 3","Distance Bin 4",0.00133580859053371,0.000389723672351594,9.93714895065948e-06,0.00129169828021845,0.000660316764938041,0.00213070536187113
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.00112827836970559,0.000517204235356996,1.27593879754032e-05,0.00103311229645885,0.000309994846979964,0.00214666205606943
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.000632687244056192,0.000291000725899363,7.23848111498326e-06,0.000580907155450936,0.000171604192440562,0.00120888317396024
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","pi[3, 5]","Group Size Class 3","Distance Bin 5",0.000237934311573818,0.000117253350099767,3.01477023549756e-06,0.000215293859341327,5.79500283618384e-05,0.000467880056883526
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","sigma[1]","Group Size Class 1","-",28.7576496225547,1.44502004096963,0.0361655100651827,28.6991045465427,26.06248370452,31.642348349394
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","sigma[2]","Group Size Class 2","-",29.0875410532167,1.49538558910047,0.0376432131926395,29.0324119329681,26.3552947922842,32.1327211074502
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","sigma[3]","Group Size Class 3","-",29.4252968583718,1.6256101470244,0.0419652145596098,29.3485560220161,26.2842269231147,32.614267597601
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","sigma0","-","-",3.35764511018149,0.0501545814073713,0.00125596937259512,3.35686592180199,3.26049687431259,3.45449636104895
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","gs_k[1]","Group Size Class 1","-",0.59594064554657,0.0041242336860473,0.000140299661418922,0.597126705260578,0.58768088074238,0.59999872969871
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","gs_k[2]","Group Size Class 2","-",0.302007256118474,0.00201533541571192,6.83159877613256e-05,0.301431138191206,0.300000635149569,0.306057961749069
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","gs_k[3]","Group Size Class 3","-",0.102052098334956,0.00210913800977639,7.1990145057911e-05,0.101442156548216,0.100000635151721,0.106261157508551
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","muc","-","-",1.01364489452871,0.0139874061191083,0.000477079517001989,1.0096052832193,1.00000423434301,1.04157876078067
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","p","-","-",0.0121309096495876,0.0115544606394015,0.000379989254478897,0.00869397044542194,5.84827173148207e-06,0.0348681319871994
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.110174533528898,0.001138671404887,3.23574293846366e-05,0.110266843848188,0.107876357028542,0.112258044084602
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.055934735859979,0.00055609414936042,1.57752143794975e-05,0.0559025383698569,0.0549041914000333,0.0571192591646282
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[3, 1]","Group Size Class 3","Distance Bin 1",0.0189338561025823,0.000412777771850869,1.33126868060879e-05,0.0188451691210661,0.0182829224098929,0.0197804405242048
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0690782440031281,0.00365195924253773,9.03211902414467e-05,0.0690968880393446,0.0623095115853873,0.0768057307109753
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0354469054980468,0.00185559603406529,4.59460374062947e-05,0.0354490241957431,0.03184537417648,0.0391139165664689
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[3, 2]","Group Size Class 3","Distance Bin 2",0.01212344326038,0.00069386808155247,1.78240613050346e-05,0.0121155202862728,0.0107891781069401,0.013521272632505
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0273069171319998,0.0038818046770398,9.53297918353468e-05,0.0271494822375709,0.0203363934973535,0.0356354524194002
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0143145929395904,0.00202247521330068,4.9880229876706e-05,0.0142329561920653,0.0106280864239525,0.0185469870307302
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[3, 3]","Group Size Class 3","Distance Bin 3",0.00500081451096867,0.00074027237687426,1.86450266892784e-05,0.00496644383401279,0.00355804645038963,0.0064389774504739
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.00688177830895197,0.00191624283251166,4.67276610611525e-05,0.00668126215818985,0.00331324493561293,0.0105762760245391
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00372475346721463,0.00103218334050744,2.5326306321897e-05,0.00361432243072609,0.00177483376220672,0.00568611414320021
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[3, 4]","Group Size Class 3","Distance Bin 4",0.00134519647957822,0.000390674319176379,9.80546420721958e-06,0.00130239480609834,0.00065612196844397,0.0021267249254271
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.00112417410904407,0.000527396391811278,1.27084664127533e-05,0.00103036521490327,0.000299833815046028,0.00216484118588661
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.000634929149519654,0.000296874001745681,7.21206240157185e-06,0.000580030751670133,0.000165986127382754,0.00121095555921759
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","pi[3, 5]","Group Size Class 3","Distance Bin 5",0.000240349861956812,0.000118697585657711,2.95527815714489e-06,0.000217768394207234,5.77854869745061e-05,0.000466475100165534
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","sigma[1]","Group Size Class 1","-",28.7448508254035,1.44990393629342,0.0355717212756245,28.6945114291554,26.2725223577492,31.9937687935932
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","sigma[2]","Group Size Class 2","-",29.0970782221661,1.49582395995447,0.0369232665001355,29.0253674857014,26.2259690941889,32.095780093884
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","sigma[3]","Group Size Class 3","-",29.4576239025632,1.61982568262634,0.0408794562182138,29.3680058694788,26.3862380377584,32.6848637573663
"Sambar deer","SBR",3,"Spatial","ndvi_cv + elev + BB + DD","sigma0","-","-",3.35719524931306,0.0501996719880708,0.00123386847357144,3.35670586507474,3.26852361575161,3.4655411586381
"Wild boar","PIG",1,"Spatial","slope","gs_k[1]","Group Size Class 1","-",0.557189206870079,0.0225295697734555,0.000692354911224541,0.563663129366764,0.511074593950194,0.581974240110253
"Wild boar","PIG",1,"Spatial","slope","gs_k[2]","Group Size Class 2","-",0.298843177221312,0.00636826019452578,0.000191066885150569,0.297257870027712,0.290989239343229,0.311744666017376
"Wild boar","PIG",1,"Spatial","slope","gs_k[3]","Group Size Class 3","-",0.107286948923962,0.00949705145535975,0.000292423432419403,0.104509516079577,0.0969971195489218,0.126771757574729
"Wild boar","PIG",1,"Spatial","slope","gs_k[4]","Group Size Class 4","-",0.029015234622947,0.00471782222206055,0.000146642021708206,0.0275574847366449,0.0242494564971448,0.0386640420922791
"Wild boar","PIG",1,"Spatial","slope","gs_k[5]","Group Size Class 5","-",0.00766543236170074,0.00202482529447922,6.26296591817812e-05,0.00701199978930158,0.00578994450045151,0.011744940365422
"Wild boar","PIG",1,"Spatial","slope","muc","-","-",1.07553389193583,0.070581598091204,0.00217839226224243,1.05473590377741,1.00000728309934,1.21995759408755
"Wild boar","PIG",1,"Spatial","slope","p","-","-",0.0644558031610119,0.0465446399331047,0.0010990189338939,0.0560704859911256,1.20760590585495e-05,0.152854417314669
"Wild boar","PIG",1,"Spatial","slope","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.101716258532869,0.0044348841409195,0.000131374582036472,0.102607234188722,0.0925228952619317,0.10909202664127
"Wild boar","PIG",1,"Spatial","slope","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0551362626914543,0.00144178608644847,4.12717726865139e-05,0.0549717899697279,0.0525639762528169,0.0581457175400332
"Wild boar","PIG",1,"Spatial","slope","pi[3, 1]","Group Size Class 3","Distance Bin 1",0.0199701617790233,0.00177939351987839,5.42067541160699e-05,0.0194717657898625,0.0176377178861513,0.0237492103610991
"Wild boar","PIG",1,"Spatial","slope","pi[4, 1]","Group Size Class 4","Distance Bin 1",0.00544096829872495,0.000882193198117361,2.72364865041606e-05,0.00517074415271081,0.00441308655081565,0.00726311790743795
"Wild boar","PIG",1,"Spatial","slope","pi[5, 1]","Group Size Class 5","Distance Bin 1",0.00144810302581896,0.000380896912028712,1.17284809704912e-05,0.00132465480544908,0.0010591212485949,0.00222546458858061
"Wild boar","PIG",1,"Spatial","slope","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.059490039778868,0.00734490444353097,0.000193707300805321,0.0595350468742824,0.045238446741477,0.0737205897718526
"Wild boar","PIG",1,"Spatial","slope","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0342893230375864,0.00371365564285984,9.58086596347332e-05,0.0342836198925284,0.0266122266579516,0.0410839552657263
"Wild boar","PIG",1,"Spatial","slope","pi[3, 2]","Group Size Class 3","Distance Bin 2",0.0130933088418172,0.00182416188306135,4.81987477142162e-05,0.0129517982775176,0.00962689971366008,0.0166991014296262
"Wild boar","PIG",1,"Spatial","slope","pi[4, 2]","Group Size Class 4","Distance Bin 2",0.00373144811118278,0.000732454131651659,2.03113978022387e-05,0.00361050178701438,0.00248490230087366,0.00523239782998184
"Wild boar","PIG",1,"Spatial","slope","pi[5, 2]","Group Size Class 5","Distance Bin 2",0.00103911363280119,0.000296987779484232,8.54625489786827e-06,0.000970398410576961,0.000604883647746784,0.00166149026376816
"Wild boar","PIG",1,"Spatial","slope","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0209498842587631,0.00665085874598272,0.000179602827426102,0.0204000195563682,0.00859587230524748,0.033917688311356
"Wild boar","PIG",1,"Spatial","slope","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0135847530654313,0.00389220269422008,0.000100701920184293,0.0132360413781427,0.0064682130665368,0.0214228431385482
"Wild boar","PIG",1,"Spatial","slope","pi[3, 3]","Group Size Class 3","Distance Bin 3",0.00578327828968936,0.00179931878624926,4.3903085292166e-05,0.00561272604273953,0.00252348117737677,0.00929502598549155
"Wild boar","PIG",1,"Spatial","slope","pi[4, 3]","Group Size Class 4","Distance Bin 3",0.001813680057953,0.00065123175784083,1.57633220080498e-05,0.00171536869054093,0.000656919441095246,0.00307539787395353
"Wild boar","PIG",1,"Spatial","slope","pi[5, 3]","Group Size Class 5","Distance Bin 3",0.000556637456075099,0.000239454258734175,5.93284045381582e-06,0.000513513946044229,0.000155162214319165,0.00101899081174813
"Wild boar","PIG",1,"Spatial","slope","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.00469089746834264,0.00293929302189753,7.92884465513819e-05,0.00407337536486403,0.000498296428533776,0.0103767479173973
"Wild boar","PIG",1,"Spatial","slope","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00358729123738378,0.00202385816413101,5.2396494443011e-05,0.00317628416188229,0.000503094324883741,0.00753463975962171
"Wild boar","PIG",1,"Spatial","slope","pi[3, 4]","Group Size Class 3","Distance Bin 4",0.00181097225761867,0.00109598213266724,2.69935669534443e-05,0.00157600304640275,0.000199771753842066,0.00391942979850529
"Wild boar","PIG",1,"Spatial","slope","pi[4, 4]","Group Size Class 4","Distance Bin 4",0.000664268746799908,0.000446206481655424,1.0675728604571e-05,0.000555871690072035,6.11924272259418e-05,0.0015251341335404
"Wild boar","PIG",1,"Spatial","slope","pi[5, 4]","Group Size Class 5","Distance Bin 4",0.000239106412343258,0.000176837846871294,4.16017358824013e-06,0.000190903577929431,1.79323558814951e-05,0.000585196135355317
"Wild boar","PIG",1,"Spatial","slope","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.000718317389275806,0.000803134626486704,2.12353389116682e-05,0.000473245134288888,6.83717693595306e-06,0.00220753651008861
"Wild boar","PIG",1,"Spatial","slope","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.000671264268468173,0.000666778301038401,1.70537478452058e-05,0.000473090555316572,1.28011087283868e-05,0.00195250409729958
"Wild boar","PIG",1,"Spatial","slope","pi[3, 5]","Group Size Class 3","Distance Bin 5",0.00043097859928922,0.000469825213538989,1.19457076664772e-05,0.000288348857101645,3.59004227083178e-06,0.00128814408841049
"Wild boar","PIG",1,"Spatial","slope","pi[4, 5]","Group Size Class 4","Distance Bin 5",0.000198883929052264,0.000237921353995718,5.94300577158935e-06,0.000122138327908541,2.15892474833703e-06,0.00063390874383375
"Wild boar","PIG",1,"Spatial","slope","pi[5, 5]","Group Size Class 5","Distance Bin 5",8.99522658554132e-05,0.000111718051979655,2.68766475208342e-06,5.0707246751529e-05,2.38789484550123e-07,0.000303591573938214
"Wild boar","PIG",1,"Spatial","slope","sigma[1]","Group Size Class 1","-",26.8752663926194,2.72898811044449,0.0725266032648499,26.680988434528,21.6621962174342,32.1674529263263
"Wild boar","PIG",1,"Spatial","slope","sigma[2]","Group Size Class 2","-",28.6698234747345,2.9672089040374,0.0768486156093216,28.4286223006082,22.9910569120973,34.4420206833812
"Wild boar","PIG",1,"Spatial","slope","sigma[3]","Group Size Class 3","-",30.6533032572808,3.89078858610734,0.0962312404453044,30.2288979179071,23.4817383434575,38.2351649472827
"Wild boar","PIG",1,"Spatial","slope","sigma[4]","Group Size Class 4","-",32.8520928508308,5.44999768045062,0.133438635087529,31.9337980923165,23.5821298973165,43.3345909896442
"Wild boar","PIG",1,"Spatial","slope","sigma[5]","Group Size Class 5","-",35.8268632780617,8.10378342605163,0.200994124246415,34.1665273724444,23.6606065530507,51.1788681795723
"Wild boar","PIG",1,"Spatial","slope","sigma0","-","-",3.28615687749489,0.100115822390162,0.00265940202097213,3.28395126813209,3.098702057485,3.49101623008463
"Wild boar","PIG",2,"Spatial","slope + BB","gs_k[1]","Group Size Class 1","-",0.555908864588062,0.0227281676875236,0.000648088687221817,0.562397653463666,0.510387335631282,0.581971076534797
"Wild boar","PIG",2,"Spatial","slope + BB","gs_k[2]","Group Size Class 2","-",0.299233451189411,0.00637662839007394,0.000177631544036215,0.297668200658319,0.290990375489274,0.311898437653935
"Wild boar","PIG",2,"Spatial","slope + BB","gs_k[3]","Group Size Class 3","-",0.107821094747863,0.00958533315299188,0.00027366002645024,0.105034053322066,0.0969984042638538,0.127067723693473
"Wild boar","PIG",2,"Spatial","slope + BB","gs_k[4]","Group Size Class 4","-",0.0292684350583044,0.00478967865364467,0.000138450940435412,0.0277964332422746,0.0242500041811885,0.0388256346988079
"Wild boar","PIG",2,"Spatial","slope + BB","gs_k[5]","Group Size Class 5","-",0.00776815441636015,0.00207844123829236,6.11621628344641e-05,0.00710365931367434,0.0057901395308863,0.0118208683225018
"Wild boar","PIG",2,"Spatial","slope + BB","muc","-","-",1.07947206423175,0.0713658651488755,0.00204564442982839,1.0585684304515,1.00001662358172,1.22220288741356
"Wild boar","PIG",2,"Spatial","slope + BB","p","-","-",0.063497569841297,0.0462150552080626,0.00107756497046118,0.0542529735228003,2.64722265947877e-05,0.153530777495377
"Wild boar","PIG",2,"Spatial","slope + BB","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.10142608499802,0.00447798582767626,0.00012662828586782,0.102334615508556,0.0920410771032422,0.108627217224907
"Wild boar","PIG",2,"Spatial","slope + BB","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0551723896346664,0.00143849452726887,3.75111265688853e-05,0.0550349797564809,0.0524585884715659,0.0580940399406555
"Wild boar","PIG",2,"Spatial","slope + BB","pi[3, 1]","Group Size Class 3","Distance Bin 1",0.0200545605347684,0.00178019142245462,4.94730244349328e-05,0.0195831603717279,0.0176227478546654,0.0237514673149298
"Wild boar","PIG",2,"Spatial","slope + BB","pi[4, 1]","Group Size Class 4","Distance Bin 1",0.00548371102330183,0.0008872965518375,2.51753100885825e-05,0.00521871389128652,0.00441018794474712,0.00727103372088914
"Wild boar","PIG",2,"Spatial","slope + BB","pi[5, 1]","Group Size Class 5","Distance Bin 1",0.00146598272768711,0.000386639067136751,1.12009068771827e-05,0.00134316697304148,0.00105429095730735,0.00222500025088845
"Wild boar","PIG",2,"Spatial","slope + BB","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0591347151047524,0.00739539497354262,0.000197221638906405,0.0590836890738686,0.0447261673973746,0.0737185668743481
"Wild boar","PIG",2,"Spatial","slope + BB","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0341834057656456,0.00372586965676437,9.73703231953484e-05,0.0341098521217621,0.0268956441669005,0.041497464304788
"Wild boar","PIG",2,"Spatial","slope + BB","pi[3, 2]","Group Size Class 3","Distance Bin 2",0.0130919666485235,0.00180490607956663,4.44989599195644e-05,0.0129568449474211,0.00962850923371568,0.0167204932181228
"Wild boar","PIG",2,"Spatial","slope + BB","pi[4, 2]","Group Size Class 4","Distance Bin 2",0.00374229864526343,0.000718907923006047,1.71841397503041e-05,0.00362877141971319,0.00247926394708909,0.00518877641208701
"Wild boar","PIG",2,"Spatial","slope + BB","pi[5, 2]","Group Size Class 5","Distance Bin 2",0.00104586233119244,0.000289981197010393,7.28863601123884e-06,0.000982486135374383,0.000605155732494033,0.0016370003893582
"Wild boar","PIG",2,"Spatial","slope + BB","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.020705783668425,0.00664638809710577,0.000174705820560331,0.0200327060280108,0.00912182569812361,0.0343711993803537
"Wild boar","PIG",2,"Spatial","slope + BB","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0134477551802551,0.00389321184330874,9.5150163161803e-05,0.0130640899685888,0.00649763344989383,0.0214378678075945
"Wild boar","PIG",2,"Spatial","slope + BB","pi[3, 3]","Group Size Class 3","Distance Bin 3",0.00573654673682405,0.00179617397236408,4.18649890175114e-05,0.00550744018373505,0.0024497995232327,0.00921421426411567
"Wild boar","PIG",2,"Spatial","slope + BB","pi[4, 3]","Group Size Class 4","Distance Bin 3",0.00180306990847057,0.000648788223757212,1.43648854132092e-05,0.00170291187765755,0.000667456175681174,0.00309278572484766
"Wild boar","PIG",2,"Spatial","slope + BB","pi[5, 3]","Group Size Class 5","Distance Bin 3",0.000554854442183819,0.000236871985365376,5.2158780796808e-06,0.000511193157704289,0.000178552418921303,0.00103217471515807
"Wild boar","PIG",2,"Spatial","slope + BB","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.00460140291684961,0.00291937820938614,7.49501031999727e-05,0.00393715982579911,0.000456266425678281,0.0102995939685583
"Wild boar","PIG",2,"Spatial","slope + BB","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00351852852837824,0.00201393509897371,4.89077333677871e-05,0.00308578922461796,0.000532093431649457,0.00748502398128361
"Wild boar","PIG",2,"Spatial","slope + BB","pi[3, 4]","Group Size Class 3","Distance Bin 4",0.00177823087393399,0.00108784472533754,2.50337052168417e-05,0.00152310811396742,0.00027447875973409,0.0039803478885185
"Wild boar","PIG",2,"Spatial","slope + BB","pi[4, 4]","Group Size Class 4","Distance Bin 4",0.000653697198662181,0.000445191169235389,9.98229915869096e-06,0.000536314178329995,7.23464252078148e-05,0.00155006409037654
"Wild boar","PIG",2,"Spatial","slope + BB","pi[5, 4]","Group Size Class 5","Distance Bin 4",0.000236022385121614,0.000177582056343856,3.87662962696621e-06,0.000183405722303844,1.35043894180928e-05,0.000595072048063993
"Wild boar","PIG",2,"Spatial","slope + BB","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.000698889878677652,0.00079462875229675,2.07130695870635e-05,0.000448259439994696,3.43673432058593e-06,0.00216663882478755
"Wild boar","PIG",2,"Spatial","slope + BB","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.000652241882037001,0.000658074666599225,1.56023874831552e-05,0.000449826462718586,1.19998277558522e-05,0.00190001059638307
"Wild boar","PIG",2,"Spatial","slope + BB","pi[3, 5]","Group Size Class 3","Distance Bin 5",0.000418809279953116,0.000451646796934114,1.03390588648497e-05,0.000273057150978427,3.40048609205129e-06,0.0012847947087835
"Wild boar","PIG",2,"Spatial","slope + BB","pi[4, 5]","Group Size Class 4","Distance Bin 5",0.000193965875224336,0.000230875234666739,5.23285870044811e-06,0.000114841710864414,1.03448946184305e-06,0.000643743261077367
"Wild boar","PIG",2,"Spatial","slope + BB","pi[5, 5]","Group Size Class 5","Distance Bin 5",8.82428640236158e-05,0.000110977329020758,2.47719181671091e-06,4.70418626364919e-05,4.55997024175499e-07,0.000314027941865871
"Wild boar","PIG",2,"Spatial","slope + BB","sigma[1]","Group Size Class 1","-",26.7917434225012,2.7271361182398,0.0719162810030613,26.5562974781591,21.6881584407062,32.1125826010436
"Wild boar","PIG",2,"Spatial","slope + BB","sigma[2]","Group Size Class 2","-",28.5536350590628,2.96883805935644,0.0728299105998449,28.2625075019629,23.2985674187909,34.7646520337441
"Wild boar","PIG",2,"Spatial","slope + BB","sigma[3]","Group Size Class 3","-",30.4987736131474,3.86667620009124,0.0899468845706574,29.9886785245188,23.8763365226702,38.4132172537256
"Wild boar","PIG",2,"Spatial","slope + BB","sigma[4]","Group Size Class 4","-",32.6520895337847,5.36139451013238,0.123059699824935,31.735967497281,23.9538293058078,43.554525680854
"Wild boar","PIG",2,"Spatial","slope + BB","sigma[5]","Group Size Class 5","-",35.5614820913634,7.86662238496863,0.181421999763104,33.8461629184165,24.1826241275223,51.982132197137
"Wild boar","PIG",2,"Spatial","slope + BB","sigma0","-","-",3.28301615241368,0.100418983845841,0.00266198017680034,3.2792669127131,3.07893463564245,3.47071375673789
