grid_id,dist_ranger,dist_salt,dist_vill,dist_str,slope_var,ndvi_cv
790,4123.11,1000,17888.5,1000,10.897,0.101
791,4000,1414.21,17000,0,13.176,0.083
792,4123.11,2000,16124.5,0,14.743,0.099
793,4472.14,1414.21,15264.3,1000,34.478,0.123
794,5000,1000,14422.2,0,63.772,0.118
795,5656.85,0,13601.5,0,5.719,0.137
796,6403.12,1000,12806.2,0,3.042,0.147
797,7211.1,1414.21,12041.6,0,2.436,0.153
798,7810.25,2236.07,11313.7,1000,6.885,0.136
799,7071.07,1414.21,10630.1,0,10.692,0.14
800,6403.12,1000,10000,0,8.362,0.151
801,5830.95,0,9433.98,0,10.534,0.131
802,5385.17,1000,8944.27,1000,6.039,0.146
803,5099.02,0,8544,1414.21,6.74,0.124
804,5000,1000,8246.21,1000,38.457,0.135
805,5099.02,2000,8062.26,1414.21,27.281,0.151
806,5385.17,1414.21,8000,1000,20.829,0.138
807,5830.95,1000,8062.26,1000,14.172,0.136
808,6403.12,1000,8246.21,0,20.289,0.133
809,7071.07,1414.21,8544,0,20.979,0.142
810,7810.25,1000,8944.27,1000,19.728,0.13
811,8000,1414.21,9433.98,2000,37.145,0.103
812,7000,1414.21,9848.86,3000,23.025,0.045
813,6000,1000,8944.27,3162.28,22.026,0.031
814,5000,1414.21,8062.26,2236.07,27.629,0.015
815,4000,1000,7071.07,1414.21,34.624,0.048
816,3000,0,6082.76,1000,38.261,0.072
817,2000,1000,5099.02,1414.21,40.287,0.079
818,1000,2000,4123.11,2236.07,29.017,0.152
819,0,2236.07,3162.28,3162.28,22.198,0.167
820,1000,2828.43,2236.07,4123.11,38.458,0.178
821,15297.1,6403.12,31320.9,14317.8,34.557,0.064
822,14317.8,5656.85,30364.5,13341.7,66.846,0.053
823,13341.7,5000,29410.9,12369.3,51.468,0.061
824,12369.3,4472.14,28460.5,11401.8,38.066,0.071
825,11401.8,4123.11,27513.6,10440.3,29.928,0.08
826,10440.3,4000,26570.7,9486.83,41.536,0.081
827,9486.83,4000,25632,8544,68.483,0.088
828,8544,4123.11,24698.2,7615.77,58.129,0.078
829,7615.77,4472.14,23769.7,6708.2,48.832,0.104
830,6708.2,5000,22847.3,5830.95,20.12,0.117
831,5830.95,4000,21931.7,5000,20.134,0.084
832,5000,3000,21023.8,4000,39.301,0.09
833,4242.64,2000,20124.6,3000,53.496,0.082
834,3605.55,1000,19235.4,2000,108.839,0.131
835,3162.28,0,18357.6,1000,10.647,0.107
836,3000,1000,17492.9,0,13.387,0.095
837,3162.28,2000,16643.3,0,18.219,0.108
838,3605.55,1000,15811.4,1000,45.374,0.114
839,4242.64,0,15000,1000,88.268,0.117
840,5000,1000,14212.7,0,11.791,0.136
841,5830.95,0,13453.6,0,3.179,0.139
842,6708.2,1000,12727.9,1000,1.895,0.135
843,7615.77,2000,12041.6,0,15.068,0.138
844,7810.25,1000,11401.8,0,28.675,0.14
845,7211.1,0,10816.7,0,8.155,0.128
846,6708.2,0,10295.6,0,9.154,0.142
847,6324.56,1000,9848.86,1000,19.591,0.135
848,6082.76,1000,9486.83,2000,72.889,0.149
849,6000,1414.21,9219.54,2000,49.658,0.145
850,6082.76,2236.07,9055.38,2236.07,30.186,0.13
851,6324.56,2236.07,9000,2000,12.427,0.136
852,6708.2,2000,9055.38,1000,5.452,0.14
853,7211.1,2000,9219.54,0,10.537,0.133
854,7810.25,2236.07,9486.83,0,34.219,0.147
855,8485.28,2000,9848.86,1000,33.464,0.11
856,8062.26,2000,10295.6,2000,27.729,0.066
857,7071.07,1000,10000,2828.43,39.697,0.057
858,6082.76,0,9000,3605.55,25.341,0.039
859,5099.02,1000,8000,2828.43,34.266,0.042
860,4123.11,1000,7000,2236.07,32.012,0.036
861,3162.28,0,6000,2000,44.481,0.052
862,2236.07,1000,5000,2236.07,81.974,0.06
863,1414.21,2000,4000,2828.43,53.438,0.162
864,1000,3000,3000,3605.55,42.922,0.169
865,14142.1,6403.12,30675.7,13152.9,56.36,0.064
866,13152.9,5830.95,29732.1,12165.5,106.394,0.073
867,12165.5,5385.17,28792.4,11180.3,32.182,0.077
868,11180.3,5099.02,27856.8,10198,32.849,0.086
869,10198,5000,26925.8,9219.54,24.008,0.095
870,9219.54,5000,26000,8246.21,48.485,0.099
871,8246.21,5099.02,25079.9,7280.11,37.625,0.087
872,7280.11,5385.17,24166.1,6324.56,22.392,0.112
873,6324.56,4472.14,23259.4,5385.17,17.932,0.112
874,5385.17,3605.55,22360.7,4472.14,32.725,0.105
875,4472.14,2828.43,21470.9,3605.55,27.293,0.096
876,3605.55,2236.07,20591.3,2828.43,60.437,0.119
877,2828.43,1414.21,19723.1,2000,33.967,0.126
878,2236.07,1000,18868,1000,19.709,0.117
879,2000,1414.21,18027.8,0,14.722,0.106
880,2236.07,2236.07,17204.7,0,21.438,0.124
881,2828.43,1414.21,16401.2,1000,40.179,0.119
882,3605.55,1000,15620.5,0,21.565,0.142
883,4472.14,1414.21,14866.1,0,10.093,0.128
884,5385.17,1000,14142.1,0,5.391,0.135
885,6324.56,1414.21,13453.6,0,10.277,0.132
886,7280.11,2236.07,12806.2,0,13.526,0.124
887,8246.21,1414.21,12206.6,0,38.927,0.135
888,8062.26,1000,11661.9,0,15.539,0.137
889,7615.77,1000,11180.3,1000,7.076,0.133
890,7280.11,1414.21,10770.3,1414.21,48.301,0.139
891,7071.07,2000,10440.3,2000,47.976,0.151
892,7000,2236.07,10198,2236.07,40.304,0.116
893,7071.07,2828.43,10049.9,2828.43,36.754,0.149
894,7280.11,3162.28,10000,2000,15.918,0.148
895,7615.77,3000,10049.9,1000,9.725,0.135
896,8062.26,3000,10198,0,11.713,0.132
897,8602.33,3162.28,10440.3,0,17.192,0.116
898,9219.54,3000,10770.3,1000,32.888,0.113
899,8246.21,2236.07,11045.4,1414.21,32.584,0.071
900,7280.11,1414.21,10049.9,2236.07,29.076,0.065
901,6324.56,1000,9055.38,3162.28,32.554,0.046
902,5385.17,1414.21,8062.26,3605.55,21.586,0.04
903,4472.14,1000,7071.07,3162.28,63.443,0.02
904,3605.55,0,6082.76,3000,81.01,0.049
905,2828.43,1000,5099.02,3162.28,65.893,0.061
906,2236.07,2000,4123.11,3605.55,19.894,0.119
907,2000,2828.43,3162.28,3162.28,19.152,0.177
908,2236.07,3000,2236.07,3000,44.977,0.183
909,14035.7,7211.1,31016.1,13038.4,58.138,0.062
910,13038.4,6708.2,30083.2,12041.6,49.584,0.077
911,12041.6,6324.56,29154.8,11045.4,42.458,0.09
912,11045.4,6082.76,28231.2,10049.9,19.818,0.1
913,10049.9,6000,27313,9055.38,47.849,0.102
914,9055.38,6000,26400.8,8062.26,34.478,0.078
915,8062.26,6082.76,25495.1,7071.07,31.268,0.086
916,7071.07,5099.02,24596.7,6082.76,30.685,0.104
917,6082.76,4123.11,23706.5,5099.02,23.29,0.114
918,5099.02,3162.28,22825.4,4123.11,23.533,0.08
919,4123.11,2236.07,21954.5,3162.28,17.377,0.075
920,3162.28,1414.21,21095,2236.07,45.315,0.089
921,2236.07,1000,20248.5,1414.21,106.188,0.129
922,1414.21,1414.21,19416.5,1000,28.8,0.113
923,1000,2236.07,18601.1,0,21.86,0.106
924,1414.21,2828.43,17804.5,0,18.623,0.136
925,2236.07,2236.07,17029.4,1000,6.061,0.136
926,3162.28,2000,16278.8,0,28.432,0.132
927,4123.11,2236.07,15556.3,0,6.227,0.128
928,5099.02,1414.21,14866.1,0,13.088,0.117
929,6082.76,1000,14212.7,0,40.553,0.118
930,7071.07,1414.21,13601.5,0,62.007,0.133
931,8062.26,2236.07,13038.4,1000,41.436,0.128
932,8944.27,2000,12530,0,34.945,0.122
933,8544,2000,12083,0,6.145,0.114
934,8246.21,2236.07,11704.7,1000,17.586,0.117
935,8062.26,2828.43,11401.8,1000,26.912,0.136
936,8000,3162.28,11180.3,1414.21,46.104,0.107
937,8062.26,3605.55,11045.4,2000,32.282,0.115
938,8246.21,4123.11,11000,2000,28.274,0.117
939,8544,4000,11045.4,1414.21,10.868,0.135
940,8944.27,4000,11180.3,1000,19.367,0.14
941,9433.98,3605.55,11401.8,0,34.841,0.12
942,9486.83,2828.43,11704.7,0,65.811,0.099
943,8544,2236.07,11180.3,1000,53.719,0.089
944,7615.77,2000,10198,2000,54.535,0.062
945,6708.2,2000,9219.54,3000,27.976,0.023
946,5830.95,2236.07,8246.21,4000,32.361,0.009
947,5000,1414.21,7280.11,4123.11,50.015,0.022
948,4242.64,1000,6324.56,3605.55,40.527,0.039
949,3605.55,1000,5385.17,3162.28,31.097,0.103
950,3162.28,1414.21,4472.14,2828.43,29.859,0.114
951,3000,2236.07,3605.55,2236.07,75.076,0.119
952,3162.28,2000,2828.43,2000,38.452,0.17
953,5000,2828.43,2236.07,3605.55,50.664,0.149
954,5830.95,3605.55,2236.07,4472.14,28.565,0.159
955,14000,8062.26,31384.7,13000,37.908,0.068
956,13000,7615.77,30463.1,12000,54.255,0.073
957,12000,7280.11,29546.6,11000,34.024,0.085
958,11000,7071.07,28635.6,10000,25.578,0.115
959,10000,7000,27730.8,9000,33.825,0.083
960,9000,7000,26832.8,8000,19.753,0.058
961,8000,6000,25942.2,7000,40.611,0.077
962,7000,5000,25059.9,6000,47.836,0.096
963,6000,4000,24186.8,5000,54.838,0.098
964,5000,3000,23323.8,4000,30.371,0.078
965,4000,2000,22472.2,3000,21.394,0.068
966,3000,1000,21633.3,2000,33.031,0.095
967,2000,0,20808.7,1000,36.175,0.117
968,1000,1000,20000,0,28.083,0.115
969,0,2000,19209.4,0,11.776,0.117
970,1000,3000,18439.1,1000,12.544,0.134
971,2000,3162.28,17691.8,1000,5.438,0.13
972,3000,3000,16970.6,0,22.039,0.123
973,4000,2000,16278.8,1000,26.238,0.136
974,5000,1000,15620.5,1000,5.91,0.125
975,6000,0,15000,1000,60.049,0.113
976,7000,1000,14422.2,1000,54.795,0.127
977,8000,2000,13892.4,1414.21,43.819,0.12
978,9000,3000,13416.4,1000,24.826,0.118
979,9486.83,3000,13000,0,18.307,0.108
980,9219.54,3162.28,12649.1,0,33.129,0.114
981,9055.38,3605.55,12369.3,0,29.342,0.109
982,9000,4123.11,12165.5,1000,83.294,0.107
983,9055.38,4472.14,12041.6,1000,33.388,0.077
984,9219.54,5000,12000,1000,23.091,0.08
985,9486.83,4472.14,12041.6,1414.21,34.111,0.126
986,9848.86,3605.55,12165.5,1000,38.6,0.13
987,10295.6,2828.43,12369.3,0,18.033,0.087
988,9848.86,2236.07,12369.3,0,22.276,0.08
989,8944.27,1414.21,11401.8,1000,24.011,0.07
990,8062.26,1000,10440.3,2000,41.26,0.038
991,7211.1,1414.21,9486.83,3000,30.102,0.022
992,6403.12,2236.07,8544,4000,40.527,0.01
993,5656.85,2000,7615.77,3605.55,47.513,0.007
994,5000,1000,6708.2,2828.43,52.366,0.019
995,4472.14,0,5830.95,2236.07,49.012,0.024
996,4123.11,1000,5000,2000,65.526,0.096
997,4000,1414.21,4242.64,1414.21,41.654,0.102
998,4123.11,1000,3605.55,1000,56.508,0.193
999,4000,1000,3162.28,1414.21,47.431,0.185
1000,4123.11,1414.21,3000,2236.07,36.336,0.18
1001,4472.14,2236.07,3162.28,3162.28,25.19,0.114
1002,5000,3162.28,3162.28,4123.11,30.379,0.136
1003,5656.85,4123.11,3000,5099.02,20.004,0.181
1004,13038.4,7211.1,30870.7,12041.6,78.564,0.055
1005,12041.6,6708.2,29966.6,11045.4,46.375,0.082
1006,11045.4,6324.56,29068.9,10049.9,53.373,0.067
1007,10049.9,6082.76,28178,9055.38,24.475,0.041
1008,9055.38,6000,27294.7,8062.26,53.676,0.057
1009,8062.26,6082.76,26419.7,7071.07,51.314,0.071
1010,7071.07,5099.02,25553.9,6082.76,31.643,0.082
1011,6082.76,4123.11,24698.2,5099.02,41.674,0.095
1012,5099.02,3162.28,23853.7,4123.11,42.156,0.086
1013,4123.11,2236.07,23021.7,3162.28,41.668,0.077
1014,3162.28,1414.21,22203.6,2236.07,35.581,0.097
1015,2236.07,1000,21400.9,1414.21,41.222,0.103
1016,1414.21,1414.21,20615.5,1000,20.528,0.118
1017,1000,2236.07,19849.4,0,10.544,0.107
1018,1414.21,2828.43,19105,0,20.347,0.12
1019,2236.07,2828.43,18384.8,0,28.372,0.13
1020,3162.28,2236.07,17691.8,1000,5.523,0.129
1021,4123.11,2000,17029.4,1414.21,7.561,0.128
1022,5099.02,1414.21,16401.2,2000,5.926,0.111
1023,6082.76,1000,15811.4,2000,57.026,0.102
1024,7071.07,1414.21,15264.3,2000,93.076,0.107
1025,8062.26,2236.07,14764.8,2236.07,20.332,0.11
1026,9055.38,3162.28,14317.8,1414.21,27.331,0.11
1027,10049.9,4000,13928.4,1000,29.205,0.102
1028,10198,4123.11,13601.5,1000,39.068,0.099
1029,10049.9,4472.14,13341.7,0,34.266,0.095
1030,10000,5000,13152.9,0,19.91,0.085
1031,10049.9,5385.17,13038.4,0,19.974,0.072
1032,10198,5099.02,13000,0,26.441,0.081
1033,10440.3,4123.11,13038.4,1000,10.949,0.078
1034,10770.3,3162.28,13152.9,1000,23.152,0.106
1035,11180.3,2236.07,13341.7,0,10.617,0.094
1036,10295.6,1414.21,12649.1,0,15.431,0.059
1037,9433.98,1000,11704.7,1000,19.466,0.071
1038,8602.33,0,10770.3,2000,45.104,0.06
1039,7810.25,1000,9848.86,3000,41.495,0.028
1040,7071.07,1414.21,8944.27,4000,47.59,0.014
1041,6403.12,2236.07,8062.26,3162.28,76.954,0.028
1042,5830.95,1414.21,7211.1,2236.07,50.655,0.03
1043,5000,1000,6403.12,1414.21,54.608,0.032
1044,4242.64,0,5656.85,1000,57.519,0.109
1045,3605.55,1000,5000,1000,48.137,0.063
1046,3162.28,0,4472.14,0,51.808,0.113
1047,3000,0,4123.11,1000,37.25,0.099
1048,3162.28,1000,4000,2000,38.169,0.146
1049,3605.55,2000,4123.11,3000,37.967,0.138
1050,4242.64,3000,4123.11,4000,29.976,0.129
1051,5000,4000,4000,5000,35.09,0.163
1052,12165.5,5830.95,30413.8,11180.3,39.362,0.071
1053,11180.3,5385.17,29529.6,10198,19.354,0.071
1054,10198,5099.02,28653.1,9219.54,22.469,0.081
1055,9219.54,5000,27784.9,8246.21,28.878,0.081
1056,8246.21,5099.02,26925.8,7280.11,75.384,0.09
1057,7280.11,5099.02,26076.8,6324.56,45.827,0.107
1058,6324.56,4123.11,25238.9,5385.17,29.955,0.124
1059,5385.17,3162.28,24413.1,4472.14,68.142,0.12
1060,4472.14,2236.07,23600.8,3605.55,50.142,0.105
1061,3605.55,1414.21,22803.5,2828.43,35.482,0.112
1062,2828.43,1000,22022.7,2000,19.678,0.135
1063,2236.07,1000,21260.3,1000,5.311,0.132
1064,2000,1414.21,20518.3,0,5.995,0.115
1065,2236.07,2236.07,19799,1000,4.588,0.154
1066,2828.43,2236.07,19105,0,22.617,0.177
1067,3605.55,1414.21,18439.1,1000,12.888,0.164
1068,4472.14,1000,17804.5,2000,15.131,0.166
1069,5385.17,1414.21,17204.7,2828.43,7.142,0.144
1070,6324.56,2000,16643.3,3000,12.319,0.139
1071,7280.11,2236.07,16124.5,3000,17.718,0.154
1072,8246.21,2828.43,15652.5,2828.43,15.284,0.142
1073,9219.54,3605.55,15231.5,2236.07,33.235,0.121
1074,10198,4472.14,14866.1,2000,35.24,0.118
1075,11180.3,5099.02,14560.2,1414.21,24.786,0.105
1076,11045.4,5099.02,14317.8,1000,28.656,0.116
1077,11000,5000,14142.1,0,18.158,0.103
1078,11045.4,5099.02,14035.7,0,26.96,0.11
1079,11180.3,5000,14000,1000,22.303,0.104
1080,11401.8,4000,14035.7,1414.21,10.913,0.087
1081,11704.7,3000,14142.1,1000,42.502,0.116
1082,11661.9,2000,13928.4,0,42.879,0.105
1083,10816.7,1000,13000,0,20.396,0.067
1084,10000,0,12083,1000,17.711,0.049
1085,9219.54,1000,11180.3,2000,61.374,0.083
1086,8246.21,0,10295.6,2828.43,22.249,0.043
1087,7280.11,1000,9433.98,3605.55,43.25,0.026
1088,6324.56,1414.21,8602.33,3000,51.005,0.031
1089,5385.17,1000,7810.25,2000,81.947,0.045
1090,4472.14,1414.21,7071.07,1000,90.673,0.045
1091,3605.55,1000,6403.12,0,58.849,0.093
1092,2828.43,0,5830.95,0,46,0.07
1093,2236.07,0,5385.17,0,61.738,0.126
1094,2000,1000,5099.02,1000,55.089,0.13
1095,2236.07,1414.21,5000,2000,51.403,0.161
1096,2828.43,2236.07,5099.02,2828.43,20.995,0.164
1097,3605.55,3162.28,5099.02,3605.55,41.388,0.145
1098,4472.14,4123.11,5000,4472.14,23.847,0.159
1099,12369.3,5000,30886.9,11401.8,30.672,0.045
1100,11401.8,4472.14,30016.7,10440.3,36.799,0.05
1101,10440.3,4123.11,29154.8,9486.83,51.845,0.062
1102,9486.83,4000,28301.9,8544,72.801,0.059
1103,8544,4123.11,27459.1,7615.77,61.247,0.052
1104,7615.77,4472.14,26627.1,6708.2,48.416,0.077
1105,6708.2,4000,25807,5830.95,19.374,0.081
1106,5830.95,3000,25000,5000,37.408,0.079
1107,5000,2000,24207.4,4000,28.83,0.079
1108,4242.64,1000,23430.8,3000,66.252,0.111
1109,3605.55,0,22671.6,2000,36.262,0.108
1110,3162.28,0,21931.7,1000,5.861,0.111
1111,3000,1000,21213.2,0,5.466,0.098
1112,3162.28,2000,20518.3,0,10.363,0.126
1113,3605.55,2000,19849.4,1000,33.109,0.141
1114,4242.64,1000,19209.4,1414.21,28.26,0.136
1115,5000,0,18601.1,2236.07,14.402,0.129
1116,5830.95,1000,18027.8,3162.28,5.702,0.132
1117,6708.2,2000,17492.9,4000,19.27,0.115
1118,7615.77,3000,17000,4000,16.455,0.125
1119,8544,3605.55,16552.9,3605.55,23.076,0.109
1120,9486.83,4000,16155.5,2828.43,50.39,0.097
1121,10440.3,4123.11,15811.4,2236.07,43.27,0.106
1122,11401.8,4472.14,15524.2,1414.21,48.911,0.081
1123,12041.6,4123.11,15297.1,1000,13.321,0.076
1124,12000,4000,15132.7,1000,34.656,0.084
1125,12041.6,4123.11,15033.3,1000,24.539,0.083
1126,12165.5,4472.14,15000,1414.21,18.635,0.058
1127,12369.3,4123.11,15033.3,2000,24.605,0.052
1128,12649.1,3162.28,15132.7,1000,33.521,0.071
1129,12041.6,2236.07,14317.8,0,20.217,0.067
1130,11045.4,1414.21,13416.4,0,23.167,0.044
1131,10049.9,1000,12530,1000,26.548,0.053
1132,9055.38,1414.21,11661.9,1414.21,62.301,0.071
1133,8062.26,1000,10816.7,2236.07,37.032,0.039
1134,7071.07,1414.21,10000,3162.28,42.765,0.017
1135,6082.76,1000,9219.54,3162.28,34.784,0.018
1136,5099.02,0,8485.28,2236.07,63.927,0.044
1137,4123.11,1000,7810.25,1414.21,54.263,0.066
1138,3162.28,1000,7211.1,1000,44.208,0.102
1139,2236.07,0,6708.2,1000,34.99,0.093
1140,1414.21,1000,6324.56,0,54.802,0.095
1141,1000,1414.21,6082.76,1000,76.794,0.133
1142,1414.21,2236.07,6000,1414.21,26.783,0.104
1143,2236.07,2828.43,6082.76,2236.07,21.006,0.142
1144,3162.28,3605.55,6082.76,3162.28,17.067,0.136
1145,4123.11,4472.14,6000,4123.11,17.052,0.129
1146,13601.5,5000,32249,12165.5,47.145,0.049
1147,12649.1,4242.64,31384.7,11180.3,30.472,0.04
1148,11704.7,3605.55,30528.7,10198,52.396,0.036
1149,10770.3,3162.28,29681.6,9219.54,55.583,0.04
1150,9848.86,3000,28844.4,8246.21,58.812,0.048
1151,8944.27,3162.28,28017.9,7280.11,69.691,0.053
1152,8062.26,3605.55,27202.9,6324.56,40.772,0.072
1153,7211.1,4123.11,26400.8,5385.17,39.509,0.086
1154,6403.12,3162.28,25612.5,4472.14,38.619,0.064
1155,5656.85,2236.07,24839.5,3605.55,87.372,0.088
1156,5000,1414.21,24083.2,2828.43,38.342,0.105
1157,4472.14,1000,23345.2,2000,49.526,0.111
1158,4123.11,1000,22627.4,1000,4.3,0.121
1159,4000,1000,21931.7,0,8.942,0.101
1160,4123.11,1414.21,21260.3,1000,32.997,0.143
1161,4472.14,2236.07,20615.5,1414.21,46.824,0.145
1162,5000,1414.21,20000,2236.07,23.852,0.135
1163,5656.85,1000,19416.5,2828.43,32.358,0.119
1164,6403.12,1414.21,18868,3605.55,16.441,0.125
1165,7211.1,2236.07,18357.6,3162.28,19.916,0.124
1166,8062.26,3162.28,17888.5,3000,21.382,0.118
1167,8944.27,3162.28,17464.2,3000,32.722,0.097
1168,9848.86,3000,17088,2236.07,26.193,0.105
1169,10770.3,3162.28,16763.1,1414.21,25.831,0.085
1170,11704.7,3605.55,16492.4,1000,35.692,0.073
1171,12649.1,3162.28,16278.8,0,11.484,0.064
1172,13000,3000,16124.5,0,29.068,0.079
1173,13038.4,3162.28,16031.2,0,37.842,0.071
1174,13152.9,3605.55,16000,1000,27.979,0.057
1175,13341.7,4242.64,16031.2,2000,28.695,0.05
1176,13000,3605.55,15652.5,1414.21,26.278,0.061
1177,12000,2828.43,14764.8,1000,30.884,0.085
1178,11000,2236.07,13892.4,0,38.511,0.069
1179,10000,2000,13038.4,0,35.068,0.049
1180,9000,2236.07,12206.6,1000,43.793,0.069
1181,8000,2000,11401.8,2000,20.117,0.048
1182,7000,2236.07,10630.1,3000,33.307,0.046
1183,6000,1414.21,9899.5,3605.55,51.802,0.03
1184,5000,1000,9219.54,2828.43,53.013,0.057
1185,4000,1414.21,8602.33,2236.07,99.086,0.054
1186,3000,1000,8062.26,2000,77.059,0.082
1187,2000,0,7615.77,1414.21,88.107,0.099
1188,1000,1000,7280.11,1000,40.375,0.105
1189,0,1414.21,7071.07,0,57.48,0.106
1190,1000,2236.07,7000,1000,26.407,0.124
1191,2000,3162.28,7071.07,2000,34.682,0.123
1192,13000,3605.55,31906.1,11045.4,35.822,0.058
1193,12083,2828.43,31064.4,10049.9,35.26,0.04
1194,11180.3,2236.07,30232.4,9055.38,29.399,0.036
1195,10295.6,2000,29410.9,8062.26,51.932,0.055
1196,9433.98,2236.07,28600.7,7071.07,42.813,0.052
1197,8602.33,2828.43,27802.9,6082.76,49.146,0.071
1198,7810.25,3605.55,27018.5,5099.02,32.413,0.079
1199,7071.07,3605.55,26248.8,4123.11,27.207,0.09
1200,6403.12,2828.43,25495.1,3162.28,56.802,0.109
1201,5830.95,2236.07,24758.8,2236.07,37.453,0.109
1202,5385.17,2000,24041.6,1414.21,21.244,0.121
1203,5099.02,1000,23345.2,1000,11.802,0.125
1204,5000,0,22671.6,0,13.085,0.097
1205,5099.02,1000,22022.7,1000,33.042,0.128
1206,5385.17,2000,21400.9,1414.21,45.207,0.127
1207,5830.95,2236.07,20808.7,2236.07,18.699,0.128
1208,6403.12,2000,20248.5,3162.28,23.595,0.121
1209,7071.07,2236.07,19723.1,2828.43,32.831,0.104
1210,7810.25,2828.43,19235.4,2236.07,15.584,0.127
1211,8602.33,2828.43,18788.3,2000,21.33,0.111
1212,9433.98,2236.07,18384.8,2000,38.98,0.103
1213,10295.6,2000,18027.8,2000,39.58,0.108
1214,11180.3,2236.07,17720,1000,34.72,0.084
1215,12083,2828.43,17464.2,0,49.285,0.066
1216,13000,2236.07,17262.7,0,27.985,0.085
1217,13928.4,2000,17117.2,1000,19.707,0.089
1218,14035.7,2236.07,17029.4,1000,19.196,0.061
1219,14142.1,2828.43,17000,1414.21,39.56,0.034
1220,14035.7,3605.55,17000,2236.07,67.388,0.043
1221,13038.4,3162.28,16124.5,2000,48.208,0.066
1222,12041.6,3000,15264.3,1000,26.941,0.055
1223,11045.4,3162.28,14422.2,0,24.263,0.063
1224,10049.9,3000,13601.5,0,33.32,0.048
1225,9055.38,3162.28,12806.2,1000,41.699,0.058
1226,8062.26,3000,12041.6,2000,22.521,0.048
1227,7071.07,2828.43,11313.7,2828.43,48.144,0.043
1228,6082.76,2236.07,10630.1,3605.55,43.341,0.017
1229,5099.02,2000,10000,3605.55,37.522,0.047
1230,4123.11,2236.07,9433.98,3000,78.417,0.08
1231,3162.28,1414.21,8944.27,2000,53.35,0.1
1232,2236.07,1000,8544,1000,68.551,0.093
1233,1414.21,0,8246.21,0,59.173,0.105
1234,1000,1000,8062.26,0,51.696,0.137
1235,1414.21,2000,8000,1000,29.655,0.19
1236,2236.07,2828.43,8062.26,2000,52.811,0.192
1237,3162.28,3605.55,8062.26,3000,24.686,0.195
1238,14317.8,4123.11,33286.6,12000,32.814,0.06
1239,13416.4,3162.28,32450,11000,34.945,0.064
1240,12530,2236.07,31622.8,10000,48.265,0.043
1241,11661.9,1414.21,30805.8,9000,30.049,0.036
1242,10816.7,1000,30000,8000,46.3,0.056
1243,10000,1414.21,29206.2,7000,38.824,0.049
1244,9219.54,2236.07,28425.3,6000,37.416,0.074
1245,8485.28,3162.28,27658.6,5000,45.633,0.094
1246,7810.25,4123.11,26907.2,4000,25.316,0.091
1247,7211.1,3605.55,26172.5,3000,39.51,0.117
1248,6708.2,3162.28,25455.8,2000,29.204,0.128
1249,6324.56,2236.07,24758.8,1000,11.684,0.126
1250,6082.76,1414.21,24083.2,0,25.026,0.12
1251,6000,1000,23430.8,0,16.316,0.105
1252,6082.76,1000,22803.5,0,21.517,0.12
1253,6324.56,1414.21,22203.6,1000,39.184,0.116
1254,6708.2,2236.07,21633.3,2000,34.937,0.121
1255,7211.1,3000,21095,2828.43,31.77,0.123
1256,7810.25,3162.28,20591.3,2236.07,24.391,0.107
1257,8485.28,3162.28,20124.6,1414.21,10.809,0.126
1258,9219.54,2236.07,19697.7,1000,25.284,0.121
1259,10000,1414.21,19313.2,1000,29.486,0.105
1260,10816.7,1000,18973.7,1000,29.38,0.076
1261,11661.9,1414.21,18681.5,1000,41.644,0.069
1262,12530,2236.07,18439.1,0,15.628,0.056
1263,13416.4,1414.21,18248.3,1000,22.677,0.076
1264,14317.8,1000,18110.8,1414.21,47.398,0.07
1265,15033.3,1414.21,18027.8,2000,44.146,0.054
1266,15132.7,2236.07,18000,2236.07,46.665,0.041
1267,14142.1,2828.43,17492.9,2828.43,67.645,0.038
1268,13152.9,2236.07,16643.3,2236.07,39.86,0.025
1269,12165.5,2000,15811.4,1414.21,31.257,0.017
1270,11180.3,2236.07,15000,1000,28.558,0.048
1271,10198,2828.43,14212.7,0,24.463,0.041
1272,9219.54,3605.55,13453.6,1000,31.134,0.043
1273,8246.21,4000,12727.9,1414.21,39.934,0.046
1274,7280.11,3605.55,12041.6,2236.07,44.44,0.035
1275,6324.56,2828.43,11401.8,3162.28,80.679,0.029
1276,5385.17,2236.07,10816.7,4000,91.758,0.047
1277,4472.14,2000,10295.6,3000,61.849,0.082
1278,3605.55,2236.07,9848.86,2000,52.557,0.108
1279,2828.43,1414.21,9486.83,1000,39.981,0.111
1280,2236.07,1000,9219.54,0,40.653,0.116
1281,2000,1000,9055.38,1000,46.212,0.144
1282,2236.07,1414.21,9000,1414.21,51.325,0.19
1283,2828.43,2236.07,9055.38,2236.07,23.122,0.199
1284,3605.55,3162.28,9055.38,3162.28,16.853,0.201
1285,13601.5,4000,33837.8,12000,33.252,0.035
1286,13341.7,3000,33015.1,11000,53.143,0.04
1287,13038.4,2000,32202.5,10000,51.399,0.034
1288,12206.6,1000,31400.6,9000,69.984,0.036
1289,11401.8,0,30610.5,8000,45.164,0.039
1290,10630.1,1000,29832.9,7000,27.812,0.052
1291,9899.5,2000,29068.9,6000,23.254,0.072
1292,9219.54,3000,28319.6,5000,36.126,0.099
1293,8602.33,4000,27586.2,4000,43.053,0.096
1294,8062.26,3605.55,26870.1,3000,52.165,0.123
1295,7615.77,2828.43,26172.5,2000,50.856,0.12
1296,7280.11,2000,25495.1,1000,59.711,0.099
1297,7071.07,1000,24839.5,0,10.139,0.087
